Visual_stim Tactile_stim Timestamp Position Strength Response_Time
0 0 1729778466302 0 0 0 
4 1 1729778553565 2 4 0 
2 0 1729778582786 0 4 0 
0 2 1729778593393 2 4 0,646865844726563 
0 1 1729778610043 1 4 0,596664428710938 
1 4 1729778618717 4 4 0,486495971679688 
3 3 1729778627989 3 4 0,579025268554688 
1 1 1729778634908 1 4 0,5634765625 
0 4 1729778641647 4 4 0,382339477539063 
1 1 1729778648510 1 4 0,554901123046875 
4 2 1729778657224 2 4 0,759521484375 
0 3 1729778666637 1 4 0,508377075195313 
2 2 1729778676298 2 4 0,562576293945313 
2 2 1729778683676 2 4 0,565460205078125 
0 2 1729778692251 1 4 1,19619750976563 
3 3 1729778708250 3 4 0,662765502929688 
1 2 1729778719219 1 4 0,592864990234375 
1 1 1729778726987 2 4 0,50799560546875 
0 2 1729778734421 4 4 0,5391845703125 
0 3 1729778743094 3 4 0,57781982421875 
3 2 1729778749554 2 4 0,60894775390625 
1 1 1729778759329 1 4 0,524566650390625 
3 4 1729778767750 3 4 0,46759033203125 
2 1 1729778776508 1 4 0,452667236328125 
3 0 1729778783804 0 4 0,535186767578125 
4 3 1729778791098 3 4 0,607421875 
2 0 1729778799186 0 4 0 
1 3 1729778809475 3 4 0,635711669921875 
0 4 1729778819818 3 4 0,731292724609375 
2 0 1729778830566 0 4 0,579315185546875 
0 1 1729778838585 2 4 0,943023681640625 
3 3 1729778847759 3 4 0,554443359375 
0 1 1729778859080 1 4 0,898040771484375 
2 0 1729778867434 0 4 0 
3 0 1729778877025 0 4 0 
4 4 1729778884959 2 4 0,84661865234375 
1 0 1729778895832 0 4 0 
3 0 1729778905772 0 4 0 
1 4 1729778915170 4 4 0,690765380859375 
4 0 1729778923815 0 4 0 
1 3 1729778933073 3 4 0,73394775390625 
1 0 1729778943279 0 4 0 
4 0 1729778951450 0 4 0 
4 4 1729778960416 4 4 0,610107421875 
2 1 1729778970871 2 4 0,635589599609375 
0 1 1729778978904 1 4 0,675811767578125 
4 4 1729778986184 4 4 0,70709228515625 
2 3 1729778995443 3 4 0,62322998046875 
3 1 1729779003601 1 4 0,63446044921875 
3 0 1729779012874 0 4 0 
2 4 1729779022717 2 4 0,59149169921875 
2 2 1729779029385 1 4 0,5665283203125 
0 3 1729779038114 3 4 0,47845458984375 
1 0 1729779045006 0 4 0 
0 3 1729779053804 3 4 0,927001953125 
0 4 1729779061600 2 4 0,6221923828125 
4 0 1729779069718 0 4 0 
0 2 1729779078738 2 4 0,66473388671875 
4 4 1729779087174 4 4 0,57720947265625 
0 4 1729779094414 2 4 0,59539794921875 
3 3 1729779102572 3 4 0,67510986328125 
1 2 1729779109227 2 4 0,85894775390625 
2 2 1729779118402 2 4 0,49456787109375 
4 0 1729779126546 0 4 0,52716064453125 
1 0 1729779135052 0 4 0 
