Visual_stim Tactile_stim Timestamp Position Strength Response_Time
0 0 1729171204961 0 0 0 
1 0 1729171282398 0 4 0 
1 1 1729171298351 1 4 0 
0 1 1729171313261 1 4 0,524078369140625 
3 2 1729171321544 2 4 0,567054748535156 
0 3 1729171330664 3 4 0,604537963867188 
1 0 1729171339226 0 4 0 
0 4 1729171348622 2 4 0,467300415039063 
4 4 1729171356991 2 4 0,841552734375 
4 4 1729171364355 2 4 0,48199462890625 
0 3 1729171374337 3 4 0,721359252929688 
1 3 1729171383526 1 4 0,509841918945313 
0 4 1729171392854 4 4 0,411651611328125 
3 0 1729171400358 0 4 0,41241455078125 
4 0 1729171409449 0 4 0 
0 3 1729171419556 3 4 0,5643310546875 
1 0 1729171427602 0 4 0 
1 1 1729171451659 1 4 0,620285034179688 
3 1 1729171458717 1 4 0,467269897460938 
0 2 1729171465928 2 4 0,4942626953125 
2 2 1729171472304 2 4 0,5126953125 
0 1 1729171480255 1 4 0,540069580078125 
4 4 1729171489206 4 4 0,411895751953125 
3 3 1729171499161 3 4 0,483856201171875 
4 4 1729171507890 2 4 0,412200927734375 
2 0 1729171516089 0 4 0 
1 0 1729171523287 0 4 0 
2 1 1729171532684 1 4 0,492767333984375 
4 3 1729171538588 3 4 0,6336669921875 
3 4 1729171546231 2 4 0,5081787109375 
2 0 1729171555057 0 4 0 
1 4 1729171562575 2 4 0,690673828125 
0 2 1729171570788 2 4 0,425994873046875 
1 2 1729171578640 2 4 0,509979248046875 
2 0 1729171585614 0 4 0 
4 2 1729171594482 2 4 1,06982421875 
3 3 1729171605664 3 4 0,688385009765625 
0 1 1729171613222 1 4 0,4820556640625 
2 0 1729171619808 0 4 0 
2 2 1729171628049 2 4 0,457489013671875 
1 3 1729171636598 3 4 0,692413330078125 
4 1 1729171645787 1 4 0,493133544921875 
0 4 1729171652093 2 4 0,46826171875 
0 2 1729171663187 0 4 0 
1 2 1729171670998 2 4 0,595916748046875 
4 0 1729171678851 0 4 0,73077392578125 
0 3 1729171686131 3 4 0,717437744140625 
2 4 1729171693830 4 4 0,706573486328125 
2 1 1729171702657 1 4 0,537506103515625 
3 0 1729171709590 0 4 0 
1 1 1729171718417 1 4 0,692626953125 
2 2 1729171726185 2 4 0,66461181640625 
0 4 1729171734663 4 4 0,55322265625 
3 0 1729171743573 0 4 0 
3 0 1729171751730 0 4 0 
3 3 1729171759123 3 4 0,803466796875 
2 2 1729171766822 2 4 0,67529296875 
1 1 1729171772823 1 4 0,606689453125 
4 0 1729171779686 0 4 0 
1 4 1729171788959 4 4 0,76190185546875 
2 3 1729171797367 3 4 0,51092529296875 
4 0 1729171804788 0 4 0 
0 2 1729171813391 2 4 0,957275390625 
3 3 1729171821591 3 4 0,60736083984375 
0 1 1729171829972 1 4 0,633056640625 
