Visual_stim Tactile_stim Timestamp Position Strength Response_Time
0 0 1730127591783 0 0 0 
0 1 1730127616437 1 4 0 
0 1 1730127630677 1 4 1,14776611328125 
0 1 1730127640325 1 4 0,61981201171875 
1 2 1730127648024 2 4 0,803543090820313 
0 2 1730127657839 2 4 0,493019104003906 
1 1 1730127665009 1 4 0,482383728027344 
4 0 1730127673376 0 4 0,540885925292969 
3 2 1730127683928 2 4 0,7353515625 
2 2 1730127692949 2 4 0,845809936523438 
4 4 1730127702152 4 4 0,828605651855469 
2 3 1730127710297 3 4 0,606681823730469 
2 4 1730127719498 4 4 0,594329833984375 
2 0 1730127728004 0 4 0 
1 1 1730127738028 1 4 0,664352416992188 
3 0 1730127746256 0 4 0 
1 0 1730127757936 0 4 0 
4 4 1730127768448 4 4 0,582550048828125 
0 4 1730127778763 4 4 0,551284790039063 
0 3 1730127786991 3 4 0,6082763671875 
2 1 1730127796068 1 4 0,633392333984375 
1 0 1730127803363 0 4 0 
3 3 1730127811564 3 4 1,0257568359375 
4 0 1730127819793 0 4 0 
2 2 1730127829107 2 4 0,857437133789063 
2 2 1730127837055 2 4 0,67913818359375 
1 3 1730127845200 3 4 0,579132080078125 
4 4 1730127853762 4 4 0,579376220703125 
1 4 1730127861654 4 4 0,539520263671875 
3 0 1730127871330 0 4 0 
2 1 1730127881423 1 4 0,65093994140625 
4 4 1730127890319 2 4 0,746734619140625 
0 3 1730127898589 3 4 1,02615356445313 
3 3 1730127906594 3 4 0,566436767578125 
1 1 1730127914767 1 4 0,648956298828125 
3 0 1730127922744 0 4 0 
4 2 1730127931974 2 4 0,745330810546875 
0 4 1730127939199 4 4 0,66058349609375 
1 0 1730127946299 0 4 0 
0 2 1730127955362 2 4 0,64996337890625 
0 2 1730127962978 2 4 0,70782470703125 
4 0 1730127971373 0 4 0 
1 2 1730127980924 2 4 0,67755126953125 
3 0 1730127989304 0 4 0 
4 1 1730127997185 1 4 0,623443603515625 
0 3 1730128006275 3 4 0,70306396484375 
2 0 1730128014642 0 4 0 
3 1 1730128024861 1 4 1,5689697265625 
3 4 1730128034229 4 4 0,56817626953125 
1 4 1730128043711 4 4 1,62203979492188 
2 0 1730128051549 0 4 0 
0 2 1730128059693 2 4 1,28799438476563 
4 0 1730128067491 0 4 0 
2 2 1730128076832 2 4 1,17587280273438 
1 3 1730128084085 1 4 0,6905517578125 
0 3 1730128092633 3 4 0,5662841796875 
2 0 1730128101403 0 4 0 
3 3 1730128111595 3 4 0,4801025390625 
1 1 1730128118750 1 4 0,61126708984375 
0 4 1730128127215 2 4 0,605712890625 
1 0 1730128137768 0 4 0 
4 3 1730128148292 3 4 0,5350341796875 
3 3 1730128155684 3 4 0,66259765625 
0 4 1730128163412 4 4 0,64959716796875 
0 1 1730128173060 1 4 0,7509765625 
