Visual_stim Tactile_stim Timestamp Position Strength Response_Time
0 0 1730221493874 0 0 0 
3 4 1730221512514 4 4 0 
1 3 1730221524125 3 4 1,8165225982666 
1 0 1730221533244 0 4 0 
3 2 1730221543225 3 4 0,623256683349609 
1 0 1730221553068 0 4 0 
3 0 1730221562869 0 4 0 
0 1 1730221571000 1 4 0,553817749023438 
0 4 1730221579533 0 4 0 
4 0 1730221589711 0 4 0 
2 3 1730221598190 3 4 0,758613586425781 
0 3 1730221605973 4 4 0,913619995117188 
1 4 1730221615369 4 4 0,883537292480469 
2 0 1730221623931 0 4 0 
1 2 1730221632075 1 4 0,674850463867188 
2 2 1730221639260 2 4 0,749435424804688 
0 3 1730221648532 3 4 0,5634765625 
3 3 1730221655173 3 4 0,514846801757813 
4 0 1730221661771 0 4 0 
0 4 1730221669499 4 4 0,562789916992188 
3 3 1730221676628 3 4 0,510940551757813 
2 2 1730221685120 2 4 0,52252197265625 
0 2 1730221692177 2 4 0,59429931640625 
2 4 1730221700279 4 4 0,66552734375 
0 4 1730221709523 4 4 0,511138916015625 
3 0 1730221717862 0 4 0 
3 0 1730221725964 0 4 0 
1 4 1730221733913 1 4 0,731353759765625 
0 2 1730221741376 2 4 0,73211669921875 
1 0 1730221749422 0 4 0 
4 4 1730221758652 4 4 0,564697265625 
4 2 1730221766894 2 4 0,676513671875 
4 0 1730221774009 0 4 0 
4 1 1730221782041 1 4 0,63543701171875 
4 3 1730221791772 3 4 0,6251220703125 
0 4 1730221801853 4 4 0,775146484375 
3 3 1730221810916 3 4 0,7325439453125 
0 1 1730221819811 1 4 0,67498779296875 
1 1 1730221827009 1 4 0,80322265625 
2 1 1730221835264 1 4 0,6920166015625 
4 0 1730221843550 0 4 0 
3 3 1730221852013 1 4 0,5970458984375 
1 1 1730221862107 1 4 0,5518798828125 
0 1 1730221870308 1 4 0,731109619140625 
4 4 1730221878006 4 4 0,60968017578125 
3 0 1730221887862 0 4 0 
1 1 1730221897969 1 4 0,68841552734375 
0 2 1730221904637 4 4 0,677398681640625 
2 2 1730221913686 2 4 0,52374267578125 
0 3 1730221921023 3 4 0,80169677734375 
1 2 1730221929056 1 4 0,5787353515625 
1 1 1730221937173 1 4 0,662261962890625 
3 1 1730221944899 1 4 0,55303955078125 
2 0 1730221952862 0 4 0 
1 3 1730221963180 3 4 0,553985595703125 
1 0 1730221972019 0 4 0 
2 1 1730221981236 1 4 0,51104736328125 
2 0 1730221989034 0 4 0 
2 2 1730221998986 2 4 0,63385009765625 
4 4 1730222006365 4 4 0,6895751953125 
4 4 1730222014301 4 4 0,5361328125 
0 3 1730222021972 3 4 1,10986328125 
0 2 1730222031049 2 4 0,52459716796875 
0 1 1730222039680 1 4 0,59136962890625 
2 0 1730222046321 0 4 0 
