Visual_stim Tactile_stim Timestamp Position Strength Response_Time
0 0 1727365272106 0 0 0 
0 2 1727365338121 2 4 0 
4 1 1727365350537 3 4 0,63580322265625 
0 2 1727365358598 2 4 0,620323181152344 
0 3 1727365364933 3 4 0,716712951660156 
3 0 1727365371169 0 4 0 
3 0 1727365379550 0 4 0 
0 1 1727365387708 1 4 0,887298583984375 
1 1 1727365395296 1 4 0,942848205566406 
2 1 1727365402465 1 4 0,623519897460938 
0 4 1727365411514 4 4 0,747360229492188 
1 3 1727365418559 3 4 0,563980102539063 
4 4 1727365424921 4 4 0,77557373046875 
1 3 1727365433748 1 4 0,647903442382813 
3 1 1727365439998 1 4 0,608810424804688 
0 1 1727365447391 1 4 0,856216430664063 
1 1 1727365454046 1 4 0,651611328125 
4 0 1727365461354 0 4 0 
2 2 1727365470473 2 4 0,662521362304688 
2 0 1727365476376 0 4 0 
2 1 1727365484576 1 4 0,78692626953125 
1 0 1727365490646 0 4 0 
3 4 1727365497997 3 4 0,802841186523438 
3 0 1727365505152 0 4 0 
0 2 1727365512475 2 4 0,982391357421875 
2 3 1727365519213 3 4 0,900726318359375 
3 3 1727365527024 3 4 0,8726806640625 
4 4 1727365534110 4 4 0,8299560546875 
2 0 1727365541097 0 4 0 
4 0 1727365550717 0 4 0 
4 3 1727365557763 3 4 1,17864990234375 
1 1 1727365565447 1 4 0,774505615234375 
3 3 1727365572326 3 4 0,61865234375 
3 0 1727365578227 0 4 0 
1 4 1727365588084 4 4 0,702880859375 
0 4 1727365594808 4 4 0,903411865234375 
1 0 1727365603718 0 4 0 
1 0 1727365613087 0 4 0 
2 2 1727365622387 2 4 0 
1 1 1727365630295 1 4 1,30545043945313 
0 3 1727365639483 3 4 0,875396728515625 
0 4 1727365647962 4 4 0,6619873046875 
4 4 1727365654784 4 4 0,56463623046875 
2 0 1727365661341 0 4 0 
0 2 1727365668899 2 4 0,593017578125 
2 2 1727365675165 2 4 0,68914794921875 
1 2 1727365680942 2 4 0,88409423828125 
2 0 1727365686929 0 4 0 
4 4 1727365694209 4 4 0,691802978515625 
4 0 1727365701671 0 4 0 
3 2 1727365709997 2 4 0,775238037109375 
0 4 1727365717528 4 4 0,75994873046875 
3 3 1727365723794 3 4 0,605682373046875 
3 3 1727365730837 3 4 0,57708740234375 
2 4 1727365736824 2 4 0,537689208984375 
1 0 1727365744286 0 4 0 
0 3 1727365753559 3 4 0,596038818359375 
1 4 1727365761688 1 4 0,594482421875 
2 2 1727365769610 2 4 0,59393310546875 
4 0 1727365776321 0 4 0 
4 2 1727365783811 2 4 0,90032958984375 
1 2 1727365791285 2 4 0,60546875 
0 1 1727365797049 2 4 1,11993408203125 
0 3 1727365804192 3 4 0,66583251953125 
0 1 1727365812252 1 4 0,66424560546875 
