Visual_stim Tactile_stim Timestamp Position Strength Response_Time
0 0 1729614479224 0 0 0 
4 0 1729614585434 0 4 0 
3 4 1729614596639 3 4 0 
0 4 1729614606230 4 4 0,61944580078125 
3 3 1729614613791 3 4 0,691635131835938 
2 1 1729614622240 1 4 0,71942138671875 
1 2 1729614630050 2 4 0,564865112304688 
0 4 1729614636928 4 4 0,787612915039063 
4 3 1729614675950 1 4 0,560592651367188 
1 4 1729614684569 1 4 0,549301147460938 
2 0 1729614692754 0 4 0 
1 3 1729614700788 1 4 0,479537963867188 
4 0 1729614707721 0 4 0 
0 3 1729614716909 3 4 0,665359497070313 
0 3 1729614725388 3 4 0,583160400390625 
2 0 1729614734439 0 4 0 
4 4 1729614742122 2 4 0,76141357421875 
1 1 1729614752925 1 4 0,734161376953125 
1 1 1729614760763 1 4 0,592315673828125 
3 0 1729614767877 0 4 0 
3 0 1729614776703 0 4 0 
3 3 1729614785434 3 4 0,553558349609375 
2 3 1729614793453 3 4 0,8472900390625 
2 0 1729614802236 0 4 0 
1 4 1729614810437 2 4 0,53558349609375 
4 4 1729614818539 2 4 0,799346923828125 
0 2 1729614828326 2 4 0,87261962890625 
4 0 1729614837124 0 4 0 
0 1 1729614845339 1 4 0,8182373046875 
0 4 1729614853818 4 4 0,62060546875 
0 1 1729614860583 1 4 0,70599365234375 
2 2 1729614868101 1 4 0,498016357421875 
3 0 1729614881147 0 4 0 
1 0 1729614890294 0 4 0 
0 3 1729614899063 3 4 0,678253173828125 
0 3 1729614907125 3 4 0,608001708984375 
2 2 1729614920336 1 4 0,609619140625 
0 4 1729614930499 4 4 0,73138427734375 
0 1 1729614938352 1 4 0,674163818359375 
0 1 1729614944741 1 4 0,762542724609375 
3 0 1729614953303 0 4 0 
1 2 1729614961921 1 4 0,633270263671875 
0 2 1729614970094 2 4 0,771728515625 
2 2 1729614976969 2 4 0,624053955078125 
3 3 1729614985684 3 4 0,813934326171875 
2 1 1729614995416 1 4 1,33013916015625 
2 2 1729615003268 2 4 0,92626953125 
3 2 1729615010049 2 4 0,78741455078125 
0 2 1729615017581 2 4 1,26220703125 
3 3 1729615025837 3 4 0,77197265625 
1 0 1729615033159 0 4 0 
4 1 1729615041595 1 4 0,83203125 
2 0 1729615049936 0 4 0 
4 2 1729615057648 2 4 0,70660400390625 
1 0 1729615066724 0 4 0 
4 4 1729615074243 4 4 1,111083984375 
1 3 1729615084600 1 4 0,83319091796875 
0 2 1729615093538 2 4 1,0960693359375 
4 4 1729615101585 4 4 0,67962646484375 
4 0 1729615110885 0 4 0 
3 1 1729615120200 1 4 0 
1 1 1729615127926 1 4 0 
1 1 1729615135123 1 4 0 
1 0 1729615143211 0 4 0 
2 4 1729615150464 2 4 0 
