Visual_stim Tactile_stim Timestamp Position Strength Response_Time
0 0 1730740810647 0 0 0 
2 0 1730740845891 0 4 0 
1 0 1730740859895 0 4 0 
3 3 1730740868568 3 4 1,18912124633789 
1 0 1730740902593 0 4 0 
0 4 1730740912951 3 4 0,536552429199219 
0 4 1730740926079 3 4 0,662490844726563 
4 2 1730740942312 2 4 0,871871948242188 
3 3 1730740950874 3 4 0,662185668945313 
3 0 1730740960466 0 4 0 
2 1 1730740975445 1 4 0,620086669921875 
4 0 1730740982074 0 4 0 
0 2 1730740991136 2 4 0,67816162109375 
0 1 1730741002899 1 4 0,702621459960938 
0 1 1730741015096 1 4 0,62030029296875 
4 0 1730741022336 0 4 0 
3 4 1730741030841 3 4 0,651153564453125 
2 0 1730741047157 0 4 0 
0 3 1730741059535 3 4 0,6478271484375 
2 1 1730741068515 1 4 0,67669677734375 
0 1 1730741076171 1 4 0,66571044921875 
2 2 1730741086988 2 4 0,553680419921875 
1 0 1730741096525 0 4 0 
1 4 1730741106617 4 4 0,59393310546875 
4 4 1730741117225 2 4 0,860504150390625 
0 2 1730741127974 2 4 0,802032470703125 
1 2 1730741135631 2 4 0,70245361328125 
1 2 1730741144206 2 4 0,608154296875 
1 1 1730741155720 1 4 0,9398193359375 
2 2 1730741165229 2 4 0,77313232421875 
4 0 1730741181253 0 4 0 
2 2 1730741189259 2 4 0,727325439453125 
3 0 1730741196510 0 4 0 
3 1 1730741204600 1 4 0,957611083984375 
1 3 1730741213774 3 4 0,650177001953125 
1 0 1730741222253 0 4 0 
4 4 1730741230607 4 4 0,81536865234375 
3 0 1730741241855 0 4 0 
2 2 1730741250279 2 4 1,0238037109375 
4 1 1730741259299 1 4 0,857757568359375 
4 0 1730741268321 0 4 0 
0 4 1730741276604 3 4 1,27804565429688 
0 1 1730741288214 1 4 0,815338134765625 
1 1 1730741296596 1 4 0,6888427734375 
3 2 1730741304295 2 4 0,745574951171875 
0 3 1730741312035 3 4 1,03668212890625 
2 4 1730741320207 3 4 0,64825439453125 
0 3 1730741328590 3 4 0,96990966796875 
1 1 1730741337053 1 4 0,73419189453125 
2 0 1730741345505 0 4 0 
0 4 1730741354803 4 4 0,76080322265625 
0 2 1730741364214 2 4 0,8717041015625 
3 3 1730741372164 3 4 0,7222900390625 
4 4 1730741380921 4 4 0,955078125 
1 1 1730741391654 1 4 0,802490234375 
2 0 1730741399396 0 4 0 
1 3 1730741408918 3 4 1,17730712890625 
0 2 1730741416547 2 4 0,716064453125 
0 3 1730741423090 3 4 0,71893310546875 
3 0 1730741430497 0 4 0 
3 3 1730741439255 3 4 0,88482666015625 
4 3 1730741449641 3 4 0,8280029296875 
1 4 1730741456491 2 4 1,1771240234375 
4 4 1730741463966 4 4 0,96734619140625 
2 3 1730741472292 3 4 0,99774169921875 
