Visual_stim Tactile_stim Timestamp Position Strength Response_Time
0 0 1729606020382 0 0 0 
0 4 1729606154868 4 4 0 
0 4 1729606181413 4 4 0 
2 0 1729606193637 0 4 0 
1 1 1729606204551 1 4 1,24948120117188 
4 1 1729606215132 1 4 0,758026123046875 
0 1 1729606225476 1 4 0,884506225585938 
0 2 1729606233078 2 4 0,566665649414063 
0 2 1729606240401 2 4 0,662750244140625 
3 1 1729606247848 1 4 0,43841552734375 
3 0 1729606258053 0 4 0 
2 0 1729606265362 0 4 0 
0 3 1729606273158 3 4 0,773147583007813 
1 0 1729606280175 0 4 0 
4 4 1729606288569 4 4 1,20278930664063 
3 3 1729606296547 3 4 1,17697143554688 
2 1 1729606303871 2 4 0,5775146484375 
1 3 1729606312124 3 4 0,509246826171875 
2 2 1729606319447 2 4 0,73492431640625 
1 3 1729606327439 3 4 0,55078125 
4 0 1729606335027 0 4 0 
1 1 1729606344118 1 4 0,746063232421875 
4 4 1729606350842 4 4 0,540191650390625 
3 2 1729606358569 2 4 0,6923828125 
1 2 1729606366755 2 4 0,526153564453125 
2 2 1729606375080 2 4 0,466644287109375 
3 0 1729606381150 0 4 0,511810302734375 
0 3 1729606390088 3 4 1,01034545898438 
3 3 1729606397440 3 4 0,5809326171875 
0 2 1729606405110 2 4 0,72161865234375 
4 3 1729606413353 4 4 0,677337646484375 
4 2 1729606421580 2 4 0,720916748046875 
1 1 1729606429682 1 4 0,652069091796875 
1 0 1729606438411 0 4 0 
0 4 1729606447920 4 4 0,828857421875 
2 0 1729606455340 0 4 0 
2 1 1729606464918 1 4 1,01022338867188 
4 0 1729606472143 0 4 0 
4 0 1729606481249 0 4 0 
2 3 1729606488418 3 4 0,79193115234375 
0 4 1729606497593 3 4 1,05142211914063 
4 4 1729606505277 4 4 0,703643798828125 
1 4 1729606512962 4 4 0,662261962890625 
1 4 1729606520215 4 4 1,097412109375 
3 3 1729606528640 3 4 0,59063720703125 
0 2 1729606535044 2 4 0,818603515625 
1 2 1729606542618 2 4 0,730712890625 
4 0 1729606549925 0 4 0,6932373046875 
1 0 1729606560255 0 4 0 
4 4 1729606567661 4 4 1,1109619140625 
0 3 1729606575945 3 4 0,7996826171875 
3 4 1729606582962 3 4 0,76251220703125 
2 4 1729606590828 2 4 0,66241455078125 
2 2 1729606598693 2 4 0,76025390625 
3 0 1729606606085 0 4 0 
0 1 1729606614092 1 4 1,53955078125 
2 0 1729606622126 0 4 0 
1 1 1729606631313 1 4 0,81414794921875 
2 2 1729606637675 2 4 0,7105712890625 
0 1 1729606643997 1 4 0,966796875 
0 3 1729606650665 3 4 0,84307861328125 
3 3 1729606656903 3 4 0,67828369140625 
0 1 1729606665020 1 4 0,98236083984375 
3 0 1729606672482 0 4 0,60980224609375 
1 0 1729606682825 0 4 0 
