ID,trial_index,condition_label,trial_type_label,visual_stimulus,tactile_stimulus,combo,felt_position,z_RT,error,visual_error,tactile_error
13,57,cube,SP,4,4,4-4,4,0.126,0,,
13,58,cube,DP,1,3,1-3,3,2.864,0,0,0
13,59,cube,OT,3,0,3-0,0,,0,,
13,60,cube,SP,3,3,3-3,3,-0.125,0,,
13,61,cube,OT,1,0,1-0,0,,0,,
13,62,cube,DP,1,4,1-4,2,0.874,1,0,1
13,63,cube,OT,1,0,1-0,0,,0,,
13,64,cube,DP,4,1,4-1,1,-0.94,0,0,0
13,1,hand,SP,4,4,4-4,4,,0,,
13,2,hand,OV,0,3,0-3,3,-0.576,0,,
13,3,hand,OV,0,2,0-2,2,-0.51,0,,
13,4,hand,SP,1,1,1-1,1,-0.646,0,,
13,5,hand,OT,2,0,2-0,0,,0,,
13,6,hand,DP,1,2,1-2,2,-0.81,0,0,0
13,7,hand,OV,0,2,0-2,2,0.279,0,,
13,8,hand,OT,4,0,4-0,0,,0,,
13,9,hand,SP,2,2,2-2,2,-0.462,0,,
13,10,hand,OT,3,0,3-0,0,,0,,
13,11,hand,OV,0,4,0-4,3,0.086,1,,
13,12,hand,OV,0,1,0-1,1,-1.363,0,,
13,13,hand,OT,1,0,1-0,0,,0,,
13,14,hand,DP,1,3,1-3,1,-0.449,1,1,0
13,15,hand,SP,2,2,2-2,2,-1.431,0,,
13,16,hand,OV,0,3,0-3,1,-1.134,1,,
13,17,hand,OT,2,0,2-0,0,,0,,
13,18,hand,OT,1,0,1-0,0,,0,,
13,19,hand,DP,2,3,2-3,2,2.242,1,1,0
13,20,hand,OV,0,1,0-1,1,0.714,0,,
13,21,hand,OV,0,3,0-3,1,-0.26,1,,
13,22,hand,SP,4,4,4-4,2,0.035,1,,
13,23,hand,SP,2,2,2-2,2,-0.525,0,,
13,24,hand,DP,4,3,4-3,3,0.211,0,0,0
13,25,hand,OT,2,0,2-0,0,,0,,
13,26,hand,DP,3,4,3-4,3,1.57,1,1,0
13,27,hand,DP,2,1,2-1,1,-0.519,0,0,0
13,28,hand,SP,3,3,3-3,3,-0.706,0,,
13,29,hand,SP,1,1,1-1,1,-0.932,0,,
13,30,hand,SP,4,4,4-4,1,-1.367,1,,
13,31,hand,DP,1,4,1-4,2,0.036,1,0,1
13,32,hand,SP,4,4,4-4,2,1.88,1,,
13,33,hand,DP,2,4,2-4,2,-0.381,1,1,0
13,34,hand,OT,4,0,4-0,0,,0,,
13,35,hand,DP,3,2,3-2,2,-0.031,0,0,0
13,36,hand,SP,3,3,3-3,3,-0.517,0,,
13,37,hand,DP,1,2,1-2,1,1.014,1,1,0
13,38,hand,OV,0,2,0-2,1,-0.795,1,,
13,39,hand,OT,3,0,3-0,0,,0,,
13,40,hand,OV,0,4,0-4,4,0.822,0,,
13,41,hand,OV,0,4,0-4,2,0.515,1,,
13,42,hand,DP,2,1,2-1,1,1.269,0,0,0
13,43,hand,OV,0,1,0-1,1,-0.027,0,,
13,44,hand,SP,3,3,3-3,3,-0.343,0,,
13,45,hand,OT,1,0,1-0,0,,0,,
13,46,hand,SP,2,2,2-2,2,-0.77,0,,
13,47,hand,DP,3,1,3-1,1,0.102,0,0,0
13,48,hand,DP,4,2,4-2,1,-0.151,1,0,1
13,49,hand,OT,3,0,3-0,0,,0,,
13,50,hand,DP,1,4,1-4,1,-0.766,1,1,0
13,51,hand,OV,0,2,0-2,2,,0,,
13,52,hand,OV,0,4,0-4,4,3.224,0,,
13,53,hand,OV,0,3,0-3,3,-0.51,0,,
13,54,hand,OT,4,0,4-0,0,,0,,
13,55,hand,SP,1,1,1-1,1,-0.075,0,,
13,56,hand,DP,4,1,4-1,1,2.232,0,0,0
13,57,hand,OT,1,0,1-0,0,,0,,
13,58,hand,OV,0,1,0-1,1,0.532,0,,
13,59,hand,SP,3,3,3-3,3,-0.399,0,,
13,60,hand,DP,1,3,1-3,3,0.097,0,0,0
13,61,hand,OT,4,0,4-0,0,,0,,
13,62,hand,SP,1,1,1-1,1,-0.406,0,,
13,63,hand,OT,3,0,3-0,0,,0,,
13,64,hand,OT,2,0,2-0,0,,0,,
14,1,cube,OV,0,1,0-1,1,-0.48,0,,
14,2,cube,OT,1,0,1-0,0,,0,,
14,3,cube,OT,3,0,3-0,0,,0,,
14,4,cube,DP,1,3,1-3,3,-1.0,0,0,0
14,5,cube,OT,3,0,3-0,0,,0,,
14,6,cube,OT,4,0,4-0,0,,0,,
14,7,cube,DP,1,2,1-2,2,0.16,0,0,0
14,8,cube,DP,2,3,2-3,3,2.029,0,0,0
14,9,cube,OT,2,0,2-0,0,,0,,
14,10,cube,OV,0,2,0-2,2,-1.099,0,,
14,11,cube,OT,3,0,3-0,0,,0,,
14,12,cube,OV,0,4,0-4,4,0.003,0,,
14,13,cube,SP,2,2,2-2,2,-0.548,0,,
14,14,cube,OV,0,2,0-2,2,-0.16,0,,
14,15,cube,SP,2,2,2-2,2,0.01,0,,
14,16,cube,SP,1,1,1-1,1,-0.788,0,,
14,17,cube,OV,0,2,0-2,2,-0.379,0,,
14,18,cube,SP,1,1,1-1,1,-0.682,0,,
14,19,cube,OT,3,0,3-0,0,,0,,
14,20,cube,OV,0,4,0-4,4,-0.308,0,,
14,21,cube,DP,1,3,1-3,3,-0.766,0,0,0
14,22,cube,OT,1,0,1-0,0,,0,,
14,23,cube,DP,3,2,3-2,2,-0.523,0,0,0
14,24,cube,SP,4,4,4-4,4,2.588,0,,
14,25,cube,DP,4,3,4-3,3,-0.456,0,0,0
14,26,cube,DP,1,4,1-4,3,0.329,1,0,1
14,27,cube,OT,4,0,4-0,0,,0,,
14,28,cube,SP,1,1,1-1,1,1.185,0,,
14,29,cube,OV,0,1,0-1,1,1.883,0,,
14,30,cube,OV,0,4,0-4,4,-0.391,0,,
14,31,cube,OT,4,0,4-0,0,,0,,
14,32,cube,DP,1,2,1-2,1,-0.471,1,1,0
14,33,cube,OV,0,3,0-3,3,-0.072,0,,
14,34,cube,DP,2,1,2-1,1,-0.862,0,0,0
14,35,cube,OV,0,1,0-1,1,-0.763,0,,
14,36,cube,OT,1,0,1-0,0,,0,,
14,37,cube,SP,4,4,4-4,4,0.488,0,,
14,38,cube,SP,3,3,3-3,3,-1.01,0,,
14,39,cube,OV,0,3,0-3,3,0.091,0,,
14,40,cube,DP,3,1,3-1,1,-1.099,0,0,0
14,41,cube,DP,4,2,4-2,2,-0.463,0,0,0
14,42,cube,OT,4,0,4-0,0,,0,,
14,43,cube,DP,1,4,1-4,2,0.712,1,0,1
14,44,cube,OT,2,0,2-0,0,,0,,
14,45,cube,DP,4,1,4-1,1,0.004,0,0,0
14,46,cube,OV,0,2,0-2,2,3.438,0,,
14,47,cube,SP,3,3,3-3,3,0.949,0,,
14,48,cube,DP,2,4,2-4,0,,1,0,1
14,49,cube,SP,2,2,2-2,2,0.945,0,,
14,50,cube,OV,0,4,0-4,4,,0,,
14,51,cube,OV,0,1,0-1,1,0.39,0,,
14,52,cube,OT,2,0,2-0,0,,0,,
14,53,cube,SP,3,3,3-3,3,0.234,0,,
14,54,cube,OV,0,3,0-3,3,0.63,0,,
14,55,cube,SP,4,4,4-4,4,0.248,0,,
14,56,cube,OT,2,0,2-0,0,,0,,
14,57,cube,OT,1,0,1-0,0,,0,,
14,58,cube,SP,2,2,2-2,2,-0.149,0,,
14,59,cube,DP,3,4,3-4,1,0.651,1,0,1
14,60,cube,SP,3,3,3-3,3,-0.604,0,,
14,61,cube,OV,0,3,0-3,3,-0.783,0,,
14,62,cube,DP,2,1,2-1,1,-1.089,0,0,0
14,63,cube,SP,1,1,1-1,1,-0.779,0,,
14,64,cube,SP,4,4,4-4,3,-1.244,1,,
14,1,hand,OV,0,2,0-2,4,,1,,
14,2,hand,OT,2,0,2-0,0,,0,,
14,3,hand,SP,2,2,2-2,2,-1.096,0,,
14,4,hand,SP,1,1,1-1,1,-0.224,0,,
14,5,hand,DP,3,2,3-2,2,-1.531,0,0,0
14,6,hand,OT,1,0,1-0,0,,0,,
14,7,hand,OV,0,1,0-1,1,-0.594,0,,
14,8,hand,SP,1,1,1-1,1,-0.789,0,,
14,9,hand,DP,4,1,4-1,1,-0.099,0,0,0
14,10,hand,DP,3,4,3-4,0,,1,0,1
14,11,hand,DP,2,1,2-1,1,-0.969,0,0,0
14,12,hand,OV,0,4,0-4,4,-0.889,0,,
14,13,hand,DP,1,2,1-2,2,-0.844,0,0,0
14,14,hand,OV,0,4,0-4,4,-0.846,0,,
14,15,hand,SP,3,3,3-3,3,-0.963,0,,
14,16,hand,OV,0,2,0-2,2,-1.201,0,,
14,17,hand,OV,0,4,0-4,3,-0.227,1,,
14,18,hand,OT,4,0,4-0,0,,0,,
14,19,hand,SP,1,1,1-1,1,-0.604,0,,
14,20,hand,OT,2,0,2-0,0,,0,,
14,21,hand,DP,4,2,4-2,4,-1.084,1,1,0
14,22,hand,OT,3,0,3-0,3,-0.537,1,,
14,23,hand,SP,3,3,3-3,3,-0.251,0,,
14,24,hand,OT,3,0,3-0,0,-0.837,0,,
14,25,hand,OT,1,0,1-0,0,,0,,
14,26,hand,SP,4,4,4-4,4,-0.527,0,,
14,27,hand,OT,2,0,2-0,0,,0,,
14,28,hand,DP,2,4,2-4,2,-0.161,1,1,0
14,29,hand,OT,4,0,4-0,0,-1.031,0,,
14,30,hand,DP,2,3,2-3,2,0.759,1,1,0
14,31,hand,OV,0,1,0-1,1,1.324,0,,
14,32,hand,OT,1,0,1-0,0,,0,,
14,33,hand,OV,0,1,0-1,1,1.434,0,,
14,34,hand,SP,1,1,1-1,1,-0.403,0,,
14,35,hand,OV,0,2,0-2,4,,1,,
14,36,hand,OT,1,0,1-0,0,-0.658,0,,
14,37,hand,OV,0,2,0-2,2,2.807,0,,
14,38,hand,DP,1,4,1-4,1,-0.477,1,1,0
14,39,hand,SP,4,4,4-4,4,0.829,0,,
14,40,hand,OT,3,0,3-0,0,,0,,
14,41,hand,SP,4,4,4-4,4,2.314,0,,
14,42,hand,OV,0,3,0-3,3,0.949,0,,
14,43,hand,DP,1,3,1-3,1,0.265,1,1,0
14,44,hand,SP,4,4,4-4,4,0.273,0,,
14,45,hand,OV,0,4,0-4,2,0.142,1,,
14,46,hand,SP,3,3,3-3,3,0.079,0,,
14,47,hand,DP,1,4,1-4,1,-0.659,1,1,0
14,48,hand,OT,4,0,4-0,0,-0.714,0,,
14,49,hand,OV,0,1,0-1,1,2.866,0,,
14,50,hand,OT,4,0,4-0,0,,0,,
14,51,hand,DP,1,2,1-2,1,0.645,1,1,0
14,52,hand,SP,3,3,3-3,3,0.385,0,,
14,53,hand,OT,2,0,2-0,0,,0,,
14,54,hand,DP,3,1,3-1,3,-0.292,1,1,0
14,55,hand,SP,2,2,2-2,2,0.878,0,,
14,56,hand,OT,3,0,3-0,0,,0,,
14,57,hand,OV,0,3,0-3,3,1.079,0,,
14,58,hand,OV,0,3,0-3,3,0.332,0,,
14,59,hand,SP,2,2,2-2,2,1.321,0,,
14,60,hand,DP,4,3,4-3,3,,0,0,0
14,61,hand,OV,0,3,0-3,3,-0.184,0,,
14,62,hand,SP,2,2,2-2,2,-0.159,0,,
14,63,hand,DP,2,1,2-1,2,0.02,1,1,0
14,64,hand,DP,1,3,1-3,1,0.149,1,1,0
15,1,cube,SP,3,3,3-3,3,,0,,
15,2,cube,OV,0,4,0-4,4,0.906,0,,
15,3,cube,OV,0,2,0-2,2,-0.409,0,,
15,4,cube,OV,0,1,0-1,1,-0.735,0,,
15,5,cube,SP,2,2,2-2,2,-0.795,0,,
15,6,cube,DP,1,3,1-3,1,-1.538,1,1,0
15,7,cube,DP,1,4,1-4,2,-0.675,1,0,1
15,8,cube,DP,4,1,4-1,1,-0.852,0,0,0
15,9,cube,OT,1,0,1-0,0,-1.182,0,,
15,10,cube,DP,4,2,4-2,4,-0.186,1,1,0
15,11,cube,DP,2,1,2-1,1,0.737,0,0,0
15,12,cube,SP,3,3,3-3,3,-0.628,0,,
15,13,cube,OT,1,0,1-0,0,,0,,
15,14,cube,OV,0,4,0-4,4,1.186,0,,
15,15,cube,OT,3,0,3-0,0,,0,,
15,16,cube,SP,1,1,1-1,1,0.447,0,,
15,17,cube,SP,4,4,4-4,4,1.018,0,,
15,18,cube,SP,1,1,1-1,1,-0.116,0,,
15,19,cube,SP,4,4,4-4,4,-0.269,0,,
15,20,cube,SP,1,1,1-1,1,-0.06,0,,
15,21,cube,OV,0,3,0-3,1,0.677,1,,
15,22,cube,OT,2,0,2-0,0,,0,,
15,23,cube,OV,0,1,0-1,1,0.9,0,,
15,24,cube,DP,3,4,3-4,4,0.051,0,0,0
15,25,cube,DP,1,2,1-2,2,-0.286,0,0,0
15,26,cube,DP,1,2,1-2,2,-0.179,0,0,0
15,27,cube,OV,0,3,0-3,3,-0.289,0,,
15,28,cube,DP,3,2,3-2,4,-1.092,1,0,1
15,29,cube,OT,4,0,4-0,0,,0,,
15,30,cube,OV,0,2,0-2,2,-0.412,0,,
15,31,cube,SP,1,1,1-1,1,0.838,0,,
15,32,cube,OV,0,1,0-1,1,-0.52,0,,
15,33,cube,OV,0,2,0-2,2,-1.367,0,,
15,34,cube,OV,0,3,0-3,3,-0.065,0,,
15,35,cube,OT,2,0,2-0,0,,0,,
15,36,cube,OT,4,0,4-0,0,,0,,
15,37,cube,OT,3,0,3-0,0,,0,,
15,38,cube,OT,3,0,3-0,0,,0,,
15,39,cube,SP,4,4,4-4,4,,0,,
15,40,cube,SP,2,2,2-2,2,-0.226,0,,
15,41,cube,OV,0,3,0-3,4,-0.855,1,,
15,42,cube,OT,4,0,4-0,0,-1.032,0,,
15,43,cube,SP,3,3,3-3,3,3.319,0,,
15,44,cube,DP,2,1,2-1,1,-0.126,0,0,0
15,45,cube,SP,2,2,2-2,2,1.343,0,,
15,46,cube,OT,3,0,3-0,0,,0,,
15,47,cube,OT,1,0,1-0,0,,0,,
15,48,cube,SP,3,3,3-3,3,,0,,
15,49,cube,OV,0,1,0-1,1,1.121,0,,
15,50,cube,DP,1,4,1-4,4,1.906,0,0,0
15,51,cube,OT,4,0,4-0,0,,0,,
15,52,cube,SP,2,2,2-2,2,2.409,0,,
15,53,cube,OV,0,4,0-4,4,0.109,0,,
15,54,cube,DP,2,3,2-3,1,-0.066,1,0,1
15,55,cube,DP,4,3,4-3,3,-1.262,0,0,0
15,56,cube,OV,0,2,0-2,2,0.27,0,,
15,57,cube,OT,2,0,2-0,0,,0,,
15,58,cube,DP,3,1,3-1,1,-0.304,0,0,0
15,59,cube,DP,1,3,1-3,3,-0.281,0,0,0
15,60,cube,SP,4,4,4-4,4,-0.349,0,,
15,61,cube,DP,2,4,2-4,4,-1.082,0,0,0
15,62,cube,OT,1,0,1-0,0,,0,,
15,63,cube,OT,2,0,2-0,0,,0,,
15,64,cube,OV,0,4,0-4,2,,1,,
15,1,hand,OT,1,0,1-0,0,,0,,
15,2,hand,DP,1,3,1-3,3,,0,0,0
15,3,hand,DP,1,4,1-4,4,0.4,0,0,0
15,4,hand,OT,2,0,2-0,0,,0,,
15,5,hand,SP,1,1,1-1,1,1.688,0,,
15,6,hand,OT,3,0,3-0,0,,0,,
15,7,hand,OT,3,0,3-0,0,,0,,
15,8,hand,OT,3,0,3-0,0,,0,,
15,9,hand,SP,1,1,1-1,1,1.892,0,,
15,10,hand,OT,4,0,4-0,0,,0,,
15,11,hand,OV,0,2,0-2,2,-0.44,0,,
15,12,hand,OV,0,4,0-4,4,-0.61,0,,
15,13,hand,OV,0,1,0-1,0,-0.317,1,,
15,14,hand,OT,4,0,4-0,0,-0.795,0,,
15,15,hand,OT,1,0,1-0,0,,0,,
15,16,hand,DP,1,3,1-3,1,-0.073,1,1,0
15,17,hand,SP,2,2,2-2,2,,0,,
15,18,hand,DP,1,2,1-2,1,,1,1,0
15,19,hand,SP,3,3,3-3,3,-0.501,0,,
15,20,hand,OT,3,0,3-0,0,,0,,
15,21,hand,SP,4,4,4-4,4,-0.683,0,,
15,22,hand,SP,1,1,1-1,1,0.099,0,,
15,23,hand,SP,4,4,4-4,4,-0.555,0,,
15,24,hand,OV,0,4,0-4,4,-0.561,0,,
15,25,hand,OT,4,0,4-0,0,-0.688,0,,
15,26,hand,OV,0,3,0-3,1,0.941,1,,
15,27,hand,OV,0,1,0-1,1,0.328,0,,
15,28,hand,OV,0,4,0-4,4,-0.251,0,,
15,29,hand,OT,1,0,1-0,0,,0,,
15,30,hand,DP,4,1,4-1,1,-0.246,0,0,0
15,31,hand,OV,0,3,0-3,1,-0.628,1,,
15,32,hand,OV,0,2,0-2,2,-0.621,0,,
15,33,hand,OV,0,2,0-2,2,-1.083,0,,
15,34,hand,SP,3,3,3-3,3,-0.974,0,,
15,35,hand,OV,0,3,0-3,1,-0.925,1,,
15,36,hand,OV,0,1,0-1,1,-0.615,0,,
15,37,hand,DP,2,4,2-4,2,-0.791,1,1,0
15,38,hand,DP,1,2,1-2,1,-0.729,1,1,0
15,39,hand,OT,1,0,1-0,0,-0.568,0,,
15,40,hand,SP,2,2,2-2,2,-0.859,0,,
15,41,hand,DP,2,3,2-3,1,-0.794,1,0,1
15,42,hand,DP,3,2,3-2,3,-0.319,1,1,0
15,43,hand,DP,1,4,1-4,3,-0.501,1,0,1
15,44,hand,SP,1,1,1-1,1,0.635,0,,
15,45,hand,OT,4,0,4-0,0,,0,,
15,46,hand,OT,2,0,2-0,0,,0,,
15,47,hand,DP,2,1,2-1,1,2.905,0,0,0
15,48,hand,DP,4,2,4-2,2,1.242,0,0,0
15,49,hand,DP,3,1,3-1,1,-0.085,0,0,0
15,50,hand,OT,2,0,2-0,0,,0,,
15,51,hand,SP,2,2,2-2,2,1.293,0,,
15,52,hand,SP,3,3,3-3,0,,1,,
15,53,hand,DP,3,4,3-4,4,-0.03,0,0,0
15,54,hand,SP,4,4,4-4,4,1.528,0,,
15,55,hand,OV,0,1,0-1,1,-0.087,0,,
15,56,hand,OV,0,2,0-2,2,-0.427,0,,
15,57,hand,SP,4,4,4-4,4,2.372,0,,
15,58,hand,SP,3,3,3-3,3,2.257,0,,
15,59,hand,SP,2,2,2-2,2,-0.55,0,,
15,60,hand,OT,2,0,2-0,0,,0,,
15,61,hand,DP,4,3,4-3,3,0.826,0,0,0
15,62,hand,DP,2,1,2-1,1,-0.737,0,0,0
15,63,hand,OV,0,4,0-4,4,-0.508,0,,
15,64,hand,OV,0,3,0-3,3,-0.858,0,,
16,1,cube,OV,0,4,0-4,4,,0,,
16,2,cube,DP,1,2,1-2,2,,0,0,0
16,3,cube,DP,2,4,2-4,4,-0.502,0,0,0
16,4,cube,DP,1,4,1-4,4,-1.308,0,0,0
16,5,cube,OT,3,0,3-0,0,,0,,
16,6,cube,DP,2,3,2-3,3,-0.505,0,0,0
16,7,cube,SP,2,2,2-2,2,0.111,0,,
16,8,cube,OV,0,1,0-1,1,0.605,0,,
16,9,cube,DP,4,2,4-2,2,-0.098,0,0,0
16,10,cube,SP,4,4,4-4,3,-1.021,1,,
16,11,cube,OV,0,2,0-2,2,-0.402,0,,
16,12,cube,DP,3,4,3-4,4,-0.409,0,0,0
16,13,cube,SP,3,3,3-3,3,-0.723,0,,
16,14,cube,DP,2,1,2-1,1,-0.619,0,0,0
16,15,cube,OT,4,0,4-0,0,,0,,
16,16,cube,OT,1,0,1-0,0,,0,,
16,17,cube,OV,0,1,0-1,1,2.254,0,,
16,18,cube,DP,1,3,1-3,3,-0.426,0,0,0
16,19,cube,OV,0,1,0-1,1,1.047,0,,
16,20,cube,DP,1,3,1-3,1,-0.622,1,1,0
16,21,cube,OV,0,3,0-3,3,-0.625,0,,
16,22,cube,SP,3,3,3-3,3,-1.099,0,,
16,23,cube,SP,1,1,1-1,1,-0.215,0,,
16,24,cube,OT,3,0,3-0,0,,0,,
16,25,cube,OT,3,0,3-0,0,,0,,
16,26,cube,SP,1,1,1-1,1,1.524,0,,
16,27,cube,DP,4,1,4-1,1,-0.509,0,0,0
16,28,cube,OT,4,0,4-0,0,,0,,
16,29,cube,OT,2,0,2-0,0,,0,,
16,30,cube,DP,4,3,4-3,1,0.615,1,0,1
16,31,cube,OV,0,1,0-1,1,,0,,
16,32,cube,DP,1,2,1-2,2,-0.425,0,0,0
16,33,cube,SP,3,3,3-3,3,-0.696,0,,
16,34,cube,OT,2,0,2-0,0,,0,,
16,35,cube,OV,0,2,0-2,2,-0.083,0,,
16,36,cube,OV,0,3,0-3,3,,0,,
16,37,cube,OT,2,0,2-0,0,,0,,
16,38,cube,OT,4,0,4-0,0,,0,,
16,39,cube,OV,0,4,0-4,4,-0.19,0,,
16,40,cube,OV,0,2,0-2,2,,0,,
16,41,cube,SP,4,4,4-4,4,0.436,0,,
16,42,cube,DP,2,1,2-1,1,-0.297,0,0,0
16,43,cube,OT,1,0,1-0,0,,0,,
16,44,cube,OT,2,0,2-0,0,,0,,
16,45,cube,SP,4,4,4-4,4,-0.298,0,,
16,46,cube,OV,0,2,0-2,2,0.82,0,,
16,47,cube,OT,4,0,4-0,0,,0,,
16,48,cube,OT,1,0,1-0,0,,0,,
16,49,cube,SP,2,2,2-2,2,-0.936,0,,
16,50,cube,OV,0,3,0-3,3,0.532,0,,
16,51,cube,SP,1,1,1-1,1,0.335,0,,
16,52,cube,DP,3,1,3-1,1,-0.605,0,0,0
16,53,cube,DP,3,2,3-2,2,2.03,0,0,0
16,54,cube,OV,0,4,0-4,4,0.001,0,,
16,55,cube,SP,4,4,4-4,4,-0.735,0,,
16,56,cube,OV,0,4,0-4,4,2.439,0,,
16,57,cube,SP,2,2,2-2,2,-1.214,0,,
16,58,cube,DP,1,4,1-4,2,-0.805,1,0,1
16,59,cube,SP,3,3,3-3,3,-0.931,0,,
16,60,cube,OT,1,0,1-0,0,,0,,
16,61,cube,OT,3,0,3-0,0,,0,,
16,62,cube,SP,1,1,1-1,1,0.811,0,,
16,63,cube,OV,0,3,0-3,3,2.85,0,,
16,64,cube,SP,2,2,2-2,2,-0.114,0,,
16,1,hand,SP,4,4,4-4,4,-0.83,0,,
16,2,hand,DP,4,2,4-2,2,0.47,0,0,0
16,3,hand,OT,2,0,2-0,0,,0,,
16,4,hand,DP,1,3,1-3,3,-1.033,0,0,0
16,5,hand,OV,0,3,0-3,3,-0.138,0,,
16,6,hand,OV,0,4,0-4,4,0.994,0,,
16,7,hand,SP,1,1,1-1,1,-1.333,0,,
16,8,hand,OT,4,0,4-0,0,,0,,
16,9,hand,SP,3,3,3-3,1,-0.634,1,,
16,10,hand,SP,1,1,1-1,1,-0.836,0,,
16,11,hand,SP,2,2,2-2,2,0.366,0,,
16,12,hand,SP,2,2,2-2,2,0.794,0,,
16,13,hand,OT,1,0,1-0,0,-1.014,0,,
16,14,hand,DP,2,4,2-4,2,-0.315,1,1,0
16,15,hand,OT,3,0,3-0,0,,0,,
16,16,hand,OV,0,1,0-1,1,0.801,0,,
16,17,hand,OT,1,0,1-0,0,,0,,
16,18,hand,DP,1,3,1-3,3,-0.235,0,0,0
16,19,hand,OV,0,4,0-4,4,0.052,0,,
16,20,hand,OV,0,1,0-1,1,-0.419,0,,
16,21,hand,OT,4,0,4-0,0,,0,,
16,22,hand,OV,0,4,0-4,2,-0.444,1,,
16,23,hand,SP,3,3,3-3,3,1.085,0,,
16,24,hand,DP,3,1,3-1,1,-0.919,0,0,0
16,25,hand,OT,2,0,2-0,0,,0,,
16,26,hand,OT,4,0,4-0,0,,0,,
16,27,hand,DP,1,2,1-2,2,1.874,0,0,0
16,28,hand,OV,0,2,0-2,2,0.078,0,,
16,29,hand,OT,1,0,1-0,0,,0,,
16,30,hand,OV,0,2,0-2,2,2.495,0,,
16,31,hand,OV,0,2,0-2,2,-0.748,0,,
16,32,hand,OV,0,1,0-1,1,1.455,0,,
16,33,hand,OV,0,3,0-3,3,-0.413,0,,
16,34,hand,OT,1,0,1-0,0,,0,,
16,35,hand,DP,1,4,1-4,4,1.151,0,0,0
16,36,hand,DP,1,4,1-4,4,-0.037,0,0,0
16,37,hand,DP,2,1,2-1,1,1.276,0,0,0
16,38,hand,SP,1,1,1-1,1,0.274,0,,
16,39,hand,OT,2,0,2-0,0,,0,,
16,40,hand,SP,2,2,2-2,2,0.091,0,,
16,41,hand,OV,0,3,0-3,3,0.952,0,,
16,42,hand,SP,4,4,4-4,4,1.465,0,,
16,43,hand,DP,1,2,1-2,2,-0.235,0,0,0
16,44,hand,SP,2,2,2-2,2,-1.33,0,,
16,45,hand,DP,3,2,3-2,2,0.382,0,0,0
16,46,hand,OV,0,1,0-1,1,-0.35,0,,
16,47,hand,SP,3,3,3-3,3,-0.924,0,,
16,48,hand,OV,0,3,0-3,3,-1.133,0,,
16,49,hand,OV,0,2,0-2,2,2.251,0,,
16,50,hand,OT,4,0,4-0,0,,0,,
16,51,hand,OT,3,0,3-0,0,,0,,
16,52,hand,OT,3,0,3-0,0,,0,,
16,53,hand,SP,4,4,4-4,4,-0.234,0,,
16,54,hand,SP,4,4,4-4,4,-0.317,0,,
16,55,hand,DP,2,3,2-3,3,-0.446,0,0,0
16,56,hand,DP,2,1,2-1,1,-1.049,0,0,0
16,57,hand,DP,3,4,3-4,1,-1.518,1,0,1
16,58,hand,SP,1,1,1-1,1,-0.34,0,,
16,59,hand,DP,4,3,4-3,3,-0.853,0,0,0
16,60,hand,OV,0,4,0-4,3,1.667,1,,
16,61,hand,OT,3,0,3-0,0,,0,,
16,62,hand,OT,2,0,2-0,0,,0,,
16,63,hand,SP,3,3,3-3,3,-0.944,0,,
16,64,hand,DP,4,1,4-1,1,-0.951,0,0,0
17,1,cube,OV,0,3,0-3,3,,0,,
17,2,cube,OV,0,3,0-3,3,-0.63,0,,
17,3,cube,SP,1,1,1-1,1,-0.629,0,,
17,4,cube,OT,4,0,4-0,0,,0,,
17,5,cube,OT,1,0,1-0,0,,0,,
17,6,cube,OV,0,4,0-4,4,1.729,0,,
17,7,cube,OT,4,0,4-0,0,,0,,
17,8,cube,SP,1,1,1-1,1,1.389,0,,
17,9,cube,DP,2,4,2-4,2,-0.986,1,1,0
17,10,cube,OV,0,2,0-2,2,-0.638,0,,
17,11,cube,DP,1,3,1-3,3,-0.99,0,0,0
17,12,cube,SP,2,2,2-2,2,-1.242,0,,
17,13,cube,SP,3,3,3-3,3,-1.141,0,,
17,14,cube,DP,3,4,3-4,3,3.038,1,1,0
17,15,cube,DP,2,1,2-1,1,-0.435,0,0,0
17,16,cube,OV,0,2,0-2,2,0.044,0,,
17,17,cube,OV,0,3,0-3,3,-0.117,0,,
17,18,cube,SP,3,3,3-3,3,0.301,0,,
17,19,cube,SP,2,2,2-2,2,-0.534,0,,
17,20,cube,OT,4,0,4-0,0,,0,,
17,21,cube,OV,0,1,0-1,1,-0.11,0,,
17,22,cube,OT,2,0,2-0,0,,0,,
17,23,cube,DP,2,1,2-1,3,1.037,1,0,1
17,24,cube,DP,3,2,3-2,2,-0.261,0,0,0
17,25,cube,SP,3,3,3-3,3,-0.8,0,,
17,26,cube,OT,2,0,2-0,0,,0,,
17,27,cube,OV,0,1,0-1,1,0.571,0,,
17,28,cube,OT,2,0,2-0,0,0.012,0,,
17,29,cube,OV,0,2,0-2,2,0.407,0,,
17,30,cube,SP,2,2,2-2,2,0.148,0,,
17,31,cube,DP,1,2,1-2,1,-0.128,1,1,0
17,32,cube,OV,0,4,0-4,4,-0.282,0,,
17,33,cube,SP,4,4,4-4,4,-0.539,0,,
17,34,cube,SP,1,1,1-1,1,1.12,0,,
17,35,cube,SP,3,3,3-3,3,-0.462,0,,
17,36,cube,DP,2,3,2-3,3,-0.454,0,0,0
17,37,cube,OT,3,0,3-0,0,,0,,
17,38,cube,OV,0,2,0-2,2,-0.016,0,,
17,39,cube,OT,3,0,3-0,0,,0,,
