participant,condition,stimulation_type,ruler_position,distance,answer
34,hand,OV,0.18,0.17,41.0
34,hand,OV,0.24,0.11,37.0
34,hand,OV,0.15,0.2,45.0
34,hand,OV,0.21,0.14,39.0
34,hand,OV,0.3,0.04999998,33.0
34,hand,OV,0.33,0.01999998,30.0
34,hand,OT,0.3,0.04999998,29.0
34,hand,OT,0.15,0.2,44.0
34,hand,OT,0.24,0.11,36.0
34,hand,OT,0.21,0.14,39.0
34,hand,OT,0.18,0.17,42.0
34,hand,OT,0.15,0.2,46.0
34,hand,OT,0.12,0.23,47.0
34,hand,OT,0.21,0.14,39.0
34,hand,OT,0.18,0.17,43.0
34,hand,OT,0.3,0.04999998,31.0
34,hand,SP,0.18,0.17,39.0
34,hand,SP,0.12,0.23,44.0
34,hand,SP,0.3,0.04999998,29.0
34,hand,SP,0.33,0.01999998,24.0
34,hand,SP,0.27,0.07999998,31.0
34,hand,SP,0.3,0.04999998,29.0
34,hand,SP,0.15,0.2,43.0
34,hand,SP,0.12,0.23,47.0
34,hand,SP,0.21,0.14,36.0
34,hand,SP,0.33,0.01999998,26.0
34,hand,DP,0.3,0.04999998,25.0
34,hand,DP,0.27,0.07999998,34.0
34,hand,DP,0.21,0.14,39.0
34,hand,DP,0.15,0.2,44.0
34,hand,DP,0.24,0.11,34.0
34,hand,DP,0.3,0.04999998,29.0
34,hand,DP,0.12,0.23,48.0
34,hand,DP,0.33,0.01999998,27.0
34,hand,DP,0.15,0.2,45.0
34,hand,DP,0.18,0.17,52.0
35,cube,OV,0.21,0.14,31.0
35,cube,OV,0.3,0.04999998,22.0
35,cube,OV,0.15,0.2,37.0
35,cube,OV,0.33,0.01999998,20.0
35,cube,OV,0.27,0.07999998,24.0
35,cube,OV,0.18,0.17,32.0
35,cube,OV,0.21,0.14,29.0
35,cube,OV,0.15,0.2,37.0
35,cube,OV,0.3,0.04999998,20.0
35,cube,OV,0.27,0.07999998,24.0
35,cube,OT,0.12,0.23,37.0
35,cube,OT,0.24,0.11,28.0
35,cube,OT,0.15,0.2,37.0
35,cube,OT,0.21,0.14,31.0
35,cube,OT,0.27,0.07999998,29.0
35,cube,OT,0.3,0.04999998,20.0
35,cube,OT,0.21,0.14,31.0
35,cube,OT,0.12,0.23,40.0
35,cube,OT,0.18,0.17,33.0
35,cube,OT,0.24,0.11,26.0
35,cube,SP,0.33,0.01999998,19.0
35,cube,SP,0.15,0.2,36.0
35,cube,SP,0.18,0.17,35.0
35,cube,SP,0.24,0.11,29.0
35,cube,SP,0.27,0.07999998,26.0
35,cube,SP,0.15,0.2,32.0
35,cube,SP,0.27,0.07999998,22.0
35,cube,SP,0.24,0.11,24.0
35,cube,SP,0.33,0.01999998,16.0
35,cube,SP,0.21,0.14,30.0
35,cube,DP,0.33,0.01999998,16.0
35,cube,DP,0.12,0.23,38.0
35,cube,DP,0.15,0.2,34.0
35,cube,DP,0.27,0.07999998,23.0
35,cube,DP,0.21,0.14,29.0
35,cube,DP,0.33,0.01999998,14.0
35,cube,DP,0.15,0.2,34.0
35,cube,DP,0.27,0.07999998,21.0
35,cube,DP,0.24,0.11,26.0
35,cube,DP,0.21,0.14,28.0
35,hand,OV,0.18,0.17,27.0
35,hand,OV,0.3,0.04999998,15.0
35,hand,OV,0.24,0.11,20.0
35,hand,OV,0.15,0.2,31.0
35,hand,OV,0.12,0.23,35.0
35,hand,OV,0.12,0.23,33.0
35,hand,OV,0.18,0.17,24.0
35,hand,OV,0.33,0.01999998,12.0
35,hand,OV,0.27,0.07999998,18.0
35,hand,OV,0.21,0.14,23.0
35,hand,OT,0.3,0.04999998,15.0
35,hand,OT,0.33,0.01999998,14.0
35,hand,OT,0.27,0.07999998,21.0
35,hand,OT,0.24,0.11,24.0
35,hand,OT,0.18,0.17,30.0
35,hand,OT,0.15,0.2,29.0
35,hand,OT,0.12,0.23,32.0
35,hand,OT,0.21,0.14,23.0
35,hand,OT,0.27,0.07999998,17.0
35,hand,OT,0.33,0.01999998,14.0
35,hand,SP,0.21,0.14,25.0
35,hand,SP,0.18,0.17,29.0
35,hand,SP,0.27,0.07999998,18.0
35,hand,SP,0.33,0.01999998,13.0
35,hand,SP,0.12,0.23,37.0
35,hand,SP,0.24,0.11,21.0
35,hand,SP,0.27,0.07999998,19.0
35,hand,SP,0.21,0.14,27.0
35,hand,SP,0.18,0.17,30.0
35,hand,SP,0.33,0.01999998,14.0
35,hand,DP,0.33,0.01999998,15.0
35,hand,DP,0.18,0.17,27.0
35,hand,DP,0.15,0.2,32.0
35,hand,DP,0.24,0.11,22.0
35,hand,DP,0.12,0.23,35.0
35,hand,DP,0.33,0.01999998,10.0
35,hand,DP,0.3,0.04999998,16.0
35,hand,DP,0.15,0.2,32.0
35,hand,DP,0.21,0.14,27.0
35,hand,DP,0.27,0.07999998,18.0
36,cube,OV,0.33,0.01999998,22.0
36,cube,OV,0.27,0.07999998,25.0
36,cube,OV,0.18,0.17,34.0
36,cube,OV,0.12,0.23,39.0
36,cube,OV,0.3,0.04999998,20.0
36,cube,OV,0.24,0.11,27.0
36,cube,OV,0.18,0.17,32.0
36,cube,OV,0.15,0.2,34.0
36,cube,OV,0.3,0.04999998,19.0
36,cube,OV,0.21,0.14,32.0
36,cube,OT,0.12,0.23,41.0
36,cube,OT,0.18,0.17,35.0
36,cube,OT,0.21,0.14,32.0
36,cube,OT,0.33,0.01999998,19.0
36,cube,OT,0.3,0.04999998,22.0
36,cube,OT,0.21,0.14,32.0
36,cube,OT,0.33,0.01999998,21.0
36,cube,OT,0.15,0.2,38.0
36,cube,OT,0.24,0.11,32.0
36,cube,OT,0.3,0.04999998,26.0
36,cube,SP,0.15,0.2,33.0
36,cube,SP,0.3,0.04999998,22.0
36,cube,SP,0.33,0.01999998,20.0
36,cube,SP,0.18,0.17,33.0
36,cube,SP,0.24,0.11,27.0
36,cube,SP,0.3,0.04999998,20.0
36,cube,SP,0.15,0.2,38.0
36,cube,SP,0.33,0.01999998,18.0
36,cube,SP,0.12,0.23,40.0
36,cube,SP,0.27,0.07999998,22.0
36,cube,DP,0.15,0.2,41.0
36,cube,DP,0.27,0.07999998,27.0
36,cube,DP,0.3,0.04999998,24.0
36,cube,DP,0.33,0.01999998,20.0
36,cube,DP,0.21,0.14,31.0
36,cube,DP,0.12,0.23,40.0
36,cube,DP,0.24,0.11,27.0
36,cube,DP,0.18,0.17,34.0
36,cube,DP,0.27,0.07999998,25.0
36,cube,DP,0.15,0.2,37.0
36,hand,OV,0.33,0.01999998,20.0
36,hand,OV,0.24,0.11,27.0
36,hand,OV,0.15,0.2,34.0
36,hand,OV,0.21,0.14,28.0
36,hand,OV,0.12,0.23,35.0
36,hand,OV,0.12,0.23,38.0
36,hand,OV,0.15,0.2,34.0
36,hand,OV,0.33,0.01999998,17.0
36,hand,OV,0.21,0.14,30.0
36,hand,OV,0.3,0.04999998,20.0
36,hand,OT,0.21,0.14,32.0
36,hand,OT,0.3,0.04999998,23.0
36,hand,OT,0.15,0.2,36.0
36,hand,OT,0.33,0.01999998,18.0
36,hand,OT,0.27,0.07999998,25.0
36,hand,OT,0.15,0.2,36.0
36,hand,OT,0.24,0.11,26.0
36,hand,OT,0.33,0.01999998,18.0
36,hand,OT,0.27,0.07999998,24.0
36,hand,OT,0.18,0.17,32.0
36,hand,SP,0.33,0.01999998,22.0
36,hand,SP,0.15,0.2,39.0
36,hand,SP,0.18,0.17,34.0
36,hand,SP,0.21,0.14,32.0
36,hand,SP,0.3,0.04999998,23.0
36,hand,SP,0.24,0.11,24.0
36,hand,SP,0.27,0.07999998,23.0
36,hand,SP,0.12,0.23,37.0
36,hand,SP,0.18,0.17,31.0
36,hand,SP,0.21,0.14,29.0
36,hand,DP,0.24,0.11,30.0
36,hand,DP,0.27,0.07999998,26.0
36,hand,DP,0.15,0.2,35.0
36,hand,DP,0.3,0.04999998,21.0
36,hand,DP,0.12,0.23,39.0
36,hand,DP,0.15,0.2,36.0
36,hand,DP,0.33,0.01999998,17.0
36,hand,DP,0.18,0.17,33.0
36,hand,DP,0.3,0.04999998,20.0
36,hand,DP,0.12,0.23,38.0
37,cube,OV,0.15,0.2,39.0
37,cube,OV,0.18,0.17,35.0
37,cube,OV,0.21,0.14,30.0
37,cube,OV,0.33,0.01999998,19.0
37,cube,OV,0.24,0.11,27.0
37,cube,OV,0.15,0.2,33.0
37,cube,OV,0.18,0.17,34.0
37,cube,OV,0.3,0.04999998,21.0
37,cube,OV,0.24,0.11,28.0
37,cube,OV,0.33,0.01999998,19.0
37,cube,OT,0.12,0.23,40.0
37,cube,OT,0.15,0.2,37.0
37,cube,OT,0.3,0.04999998,20.0
37,cube,OT,0.21,0.14,33.0
37,cube,OT,0.33,0.01999998,19.0
37,cube,OT,0.21,0.14,32.0
37,cube,OT,0.15,0.2,41.0
37,cube,OT,0.3,0.04999998,20.0
37,cube,OT,0.18,0.17,33.0
37,cube,OT,0.24,0.11,26.0
37,cube,SP,0.3,0.04999998,23.0
37,cube,SP,0.15,0.2,42.0
37,cube,SP,0.24,0.11,29.0
37,cube,SP,0.18,0.17,37.0
37,cube,SP,0.27,0.07999998,26.0
37,cube,SP,0.3,0.04999998,22.0
37,cube,SP,0.21,0.14,33.0
37,cube,SP,0.33,0.01999998,21.0
37,cube,SP,0.12,0.23,38.0
37,cube,SP,0.18,0.17,32.0
37,cube,DP,0.24,0.11,33.0
37,cube,DP,0.12,0.23,42.0
37,cube,DP,0.21,0.14,34.0
37,cube,DP,0.33,0.01999998,22.0
37,cube,DP,0.15,0.2,38.0
37,cube,DP,0.15,0.2,40.0
37,cube,DP,0.21,0.14,32.0
37,cube,DP,0.24,0.11,30.0
37,cube,DP,0.27,0.07999998,28.0
37,cube,DP,0.12,0.23,40.0
37,hand,OV,0.33,0.01999998,23.0
37,hand,OV,0.3,0.04999998,27.0
37,hand,OV,0.24,0.11,33.0
37,hand,OV,0.27,0.07999998,30.0
37,hand,OV,0.21,0.14,35.0
37,hand,OV,0.24,0.11,27.0
37,hand,OV,0.18,0.17,34.0
37,hand,OV,0.21,0.14,32.0
37,hand,OV,0.12,0.23,39.0
37,hand,OV,0.33,0.01999998,18.0
37,hand,OT,0.24,0.11,29.0
37,hand,OT,0.21,0.14,34.0
37,hand,OT,0.3,0.04999998,25.0
37,hand,OT,0.33,0.01999998,22.0
37,hand,OT,0.12,0.23,42.0
37,hand,OT,0.3,0.04999998,23.0
37,hand,OT,0.27,0.07999998,28.0
37,hand,OT,0.24,0.11,31.0
37,hand,OT,0.21,0.14,35.0
37,hand,OT,0.15,0.2,41.0
37,hand,SP,0.3,0.04999998,30.0
37,hand,SP,0.21,0.14,37.0
37,hand,SP,0.12,0.23,46.0
37,hand,SP,0.33,0.01999998,24.0
37,hand,SP,0.27,0.07999998,30.0
37,hand,SP,0.18,0.17,36.0
37,hand,SP,0.21,0.14,33.0
37,hand,SP,0.33,0.01999998,24.0
37,hand,SP,0.12,0.23,44.0
37,hand,SP,0.24,0.11,37.0
37,hand,DP,0.24,0.11,34.0
37,hand,DP,0.27,0.07999998,31.0
37,hand,DP,0.33,0.01999998,24.0
37,hand,DP,0.18,0.17,38.0
37,hand,DP,0.21,0.14,35.0
37,hand,DP,0.18,0.17,34.0
37,hand,DP,0.12,0.23,39.0
37,hand,DP,0.3,0.04999998,22.0
37,hand,DP,0.27,0.07999998,27.0
37,hand,DP,0.24,0.11,29.0
38,cube,OV,0.12,0.23,33.0
38,cube,OV,0.15,0.2,36.0
38,cube,OV,0.33,0.01999998,15.0
38,cube,OV,0.18,0.17,29.0
38,cube,OV,0.3,0.04999998,18.0
38,cube,OV,0.21,0.14,27.0
38,cube,OV,0.3,0.04999998,16.0
38,cube,OV,0.27,0.07999998,21.0
38,cube,OV,0.24,0.11,23.0
38,cube,OV,0.12,0.23,35.0
38,cube,OT,0.21,0.14,30.0
38,cube,OT,0.3,0.04999998,18.0
38,cube,OT,0.18,0.17,29.0
38,cube,OT,0.24,0.11,22.0
38,cube,OT,0.33,0.01999998,12.0
38,cube,OT,0.15,0.2,30.0
38,cube,OT,0.12,0.23,33.0
38,cube,OT,0.21,0.14,26.0
38,cube,OT,0.18,0.17,29.0
38,cube,OT,0.24,0.11,23.0
38,cube,SP,0.12,0.23,37.0
38,cube,SP,0.18,0.17,30.0
38,cube,SP,0.21,0.14,27.0
38,cube,SP,0.27,0.07999998,20.0
38,cube,SP,0.15,0.2,30.0
38,cube,SP,0.24,0.11,20.0
38,cube,SP,0.33,0.01999998,10.0
38,cube,SP,0.18,0.17,25.0
38,cube,SP,0.12,0.23,30.0
38,cube,SP,0.15,0.2,29.0
38,cube,DP,0.12,0.23,39.0
38,cube,DP,0.33,0.01999998,15.0
38,cube,DP,0.27,0.07999998,20.0
38,cube,DP,0.15,0.2,32.0
38,cube,DP,0.18,0.17,29.0
38,cube,DP,0.3,0.04999998,15.0
38,cube,DP,0.12,0.23,34.0
38,cube,DP,0.33,0.01999998,12.0
38,cube,DP,0.27,0.07999998,18.0
38,cube,DP,0.21,0.14,25.0
38,hand,OV,0.33,0.01999998,18.0
38,hand,OV,0.18,0.17,33.0
38,hand,OV,0.12,0.23,38.0
38,hand,OV,0.15,0.2,33.0
38,hand,OV,0.21,0.14,28.0
38,hand,OV,0.12,0.23,30.0
38,hand,OV,0.24,0.11,20.0
38,hand,OV,0.27,0.07999998,18.0
38,hand,OV,0.15,0.2,30.0
38,hand,OV,0.3,0.04999998,16.0
38,hand,OT,0.3,0.04999998,20.0
38,hand,OT,0.33,0.01999998,15.0
38,hand,OT,0.12,0.23,36.0
38,hand,OT,0.15,0.2,32.0
38,hand,OT,0.18,0.17,29.0
38,hand,OT,0.21,0.14,18.0
38,hand,OT,0.15,0.2,27.0
38,hand,OT,0.33,0.01999998,10.0
38,hand,OT,0.27,0.07999998,16.0
38,hand,OT,0.3,0.04999998,14.0
38,hand,SP,0.33,0.01999998,14.0
38,hand,SP,0.27,0.07999998,19.0
38,hand,SP,0.18,0.17,27.0
38,hand,SP,0.24,0.11,20.0
38,hand,SP,0.21,0.14,23.0
38,hand,SP,0.27,0.07999998,12.0
38,hand,SP,0.24,0.11,17.0
38,hand,SP,0.33,0.01999998,9.0
38,hand,SP,0.15,0.2,26.0
38,hand,SP,0.18,0.17,22.0
38,hand,DP,0.27,0.07999998,20.0
38,hand,DP,0.33,0.01999998,12.0
38,hand,DP,0.3,0.04999998,16.0
38,hand,DP,0.12,0.23,35.0
38,hand,DP,0.21,0.14,26.0
38,hand,DP,0.27,0.07999998,15.0
38,hand,DP,0.18,0.17,25.0
38,hand,DP,0.12,0.23,32.0
38,hand,DP,0.21,0.14,24.0
38,hand,DP,0.3,0.04999998,14.0
39,cube,OV,0.27,0.07999998,27.0
39,cube,OV,0.18,0.17,35.0
39,cube,OV,0.24,0.11,28.0
39,cube,OV,0.21,0.14,30.0
39,cube,OV,0.33,0.01999998,18.0
39,cube,OV,0.24,0.11,26.0
39,cube,OV,0.33,0.01999998,16.0
39,cube,OV,0.18,0.17,31.0
39,cube,OV,0.12,0.23,35.0
39,cube,OV,0.3,0.04999998,22.0
39,cube,OT,0.21,0.14,34.0
39,cube,OT,0.33,0.01999998,22.0
39,cube,OT,0.24,0.11,30.0
39,cube,OT,0.12,0.23,40.0
39,cube,OT,0.27,0.07999998,25.0
39,cube,OT,0.12,0.23,39.0
39,cube,OT,0.33,0.01999998,20.0
39,cube,OT,0.3,0.04999998,22.0
39,cube,OT,0.24,0.11,27.0
39,cube,OT,0.27,0.07999998,25.0
39,cube,SP,0.27,0.07999998,29.0
39,cube,SP,0.21,0.14,36.0
39,cube,SP,0.15,0.2,41.0
39,cube,SP,0.18,0.17,37.0
39,cube,SP,0.33,0.01999998,21.0
39,cube,SP,0.18,0.17,34.0
39,cube,SP,0.27,0.07999998,26.0
39,cube,SP,0.33,0.01999998,21.0
39,cube,SP,0.3,0.04999998,25.0
39,cube,SP,0.21,0.14,35.0
39,cube,DP,0.27,0.07999998,27.0
39,cube,DP,0.12,0.23,40.0
39,cube,DP,0.3,0.04999998,23.0
39,cube,DP,0.21,0.14,31.0
39,cube,DP,0.33,0.01999998,20.0
39,cube,DP,0.33,0.01999998,19.0
39,cube,DP,0.21,0.14,32.0
39,cube,DP,0.18,0.17,34.0
39,cube,DP,0.3,0.04999998,24.0
39,cube,DP,0.24,0.11,29.0
39,hand,OV,0.27,0.07999998,25.0
39,hand,OV,0.3,0.04999998,22.0
39,hand,OV,0.12,0.23,29.0
39,hand,OV,0.15,0.2,34.0
39,hand,OV,0.24,0.11,28.0
39,hand,OV,0.15,0.2,33.0
39,hand,OV,0.21,0.14,28.0
39,hand,OV,0.12,0.23,35.0
39,hand,OV,0.33,0.01999998,17.0
39,hand,OV,0.24,0.11,26.0
39,hand,OT,0.3,0.04999998,24.0
39,hand,OT,0.18,0.17,35.0
39,hand,OT,0.12,0.23,40.0
39,hand,OT,0.33,0.01999998,18.0
39,hand,OT,0.24,0.11,28.0
39,hand,OT,0.15,0.2,36.0
39,hand,OT,0.18,0.17,32.0
39,hand,OT,0.21,0.14,29.0
39,hand,OT,0.24,0.11,28.0
39,hand,OT,0.33,0.01999998,17.0
39,hand,SP,0.15,0.2,36.0
39,hand,SP,0.24,0.11,28.0
39,hand,SP,0.12,0.23,38.0
39,hand,SP,0.33,0.01999998,20.0
39,hand,SP,0.27,0.07999998,25.0
39,hand,SP,0.27,0.07999998,22.0
39,hand,SP,0.3,0.04999998,20.0
39,hand,SP,0.18,0.17,31.0
39,hand,SP,0.33,0.01999998,17.0
39,hand,SP,0.12,0.23,36.0
39,hand,DP,0.18,0.17,31.0
39,hand,DP,0.24,0.11,27.0
39,hand,DP,0.27,0.07999998,24.0
39,hand,DP,0.3,0.04999998,21.0
39,hand,DP,0.33,0.01999998,17.0
39,hand,DP,0.24,0.11,24.0
39,hand,DP,0.21,0.14,29.0
39,hand,DP,0.12,0.23,38.0
39,hand,DP,0.18,0.17,32.0
39,hand,DP,0.33,0.01999998,18.0
40,cube,OV,0.3,0.04999998,26.0
40,cube,OV,0.24,0.11,35.0
40,cube,OV,0.18,0.17,40.0
40,cube,OV,0.12,0.23,44.0
40,cube,OV,0.33,0.01999998,22.0
40,cube,OV,0.21,0.14,33.0
40,cube,OV,0.12,0.23,44.0
40,cube,OV,0.15,0.2,41.0
40,cube,OV,0.3,0.04999998,24.0
40,cube,OV,0.18,0.17,35.0
40,cube,OT,0.12,0.23,48.0
40,cube,OT,0.18,0.17,40.0
40,cube,OT,0.27,0.07999998,30.0
40,cube,OT,0.21,0.14,37.0
40,cube,OT,0.33,0.01999998,25.0
40,cube,OT,0.18,0.17,37.0
40,cube,OT,0.3,0.04999998,24.0
40,cube,OT,0.24,0.11,33.0
40,cube,OT,0.21,0.14,36.0
40,cube,OT,0.27,0.07999998,29.0
40,cube,SP,0.12,0.23,49.0
40,cube,SP,0.18,0.17,41.0
40,cube,SP,0.21,0.14,38.0
40,cube,SP,0.15,0.2,44.0
40,cube,SP,0.33,0.01999998,22.0
40,cube,SP,0.27,0.07999998,27.0
40,cube,SP,0.15,0.2,43.0
40,cube,SP,0.24,0.11,34.0
40,cube,SP,0.3,0.04999998,29.0
40,cube,SP,0.33,0.01999998,24.0
40,cube,DP,0.27,0.07999998,22.0
40,cube,DP,0.12,0.23,46.0
40,cube,DP,0.21,0.14,40.0
40,cube,DP,0.33,0.01999998,25.0
40,cube,DP,0.15,0.2,47.0
40,cube,DP,0.3,0.04999998,27.0
40,cube,DP,0.27,0.07999998,23.0
40,cube,DP,0.15,0.2,38.0
40,cube,DP,0.12,0.23,42.0
40,cube,DP,0.33,0.01999998,20.0
40,hand,OV,0.15,0.2,39.0
40,hand,OV,0.33,0.01999998,19.0
40,hand,OV,0.21,0.14,34.0
40,hand,OV,0.27,0.07999998,27.0
40,hand,OV,0.24,0.11,27.0
40,hand,OV,0.27,0.07999998,25.0
40,hand,OV,0.21,0.14,32.0
40,hand,OV,0.33,0.01999998,18.0
40,hand,OV,0.18,0.17,38.0
40,hand,OV,0.3,0.04999998,22.0
40,hand,OT,0.24,0.11,31.0
40,hand,OT,0.21,0.14,33.0
40,hand,OT,0.33,0.01999998,23.0
40,hand,OT,0.15,0.2,41.0
40,hand,OT,0.18,0.17,36.0
40,hand,OT,0.12,0.23,40.0
40,hand,OT,0.15,0.2,35.0
40,hand,OT,0.21,0.14,31.0
40,hand,OT,0.18,0.17,36.0
40,hand,OT,0.27,0.07999998,27.0
40,hand,SP,0.18,0.17,38.0
40,hand,SP,0.27,0.07999998,29.0
40,hand,SP,0.33,0.01999998,23.0
40,hand,SP,0.21,0.14,33.0
40,hand,SP,0.12,0.23,46.0
40,hand,SP,0.12,0.23,44.0
40,hand,SP,0.15,0.2,43.0
40,hand,SP,0.27,0.07999998,32.0
40,hand,SP,0.33,0.01999998,25.0
40,hand,SP,0.24,0.11,33.0
40,hand,DP,0.33,0.01999998,24.0
40,hand,DP,0.27,0.07999998,29.0
40,hand,DP,0.18,0.17,39.0
40,hand,DP,0.12,0.23,43.0
40,hand,DP,0.24,0.11,30.0
40,hand,DP,0.12,0.23,45.0
40,hand,DP,0.3,0.04999998,28.0
40,hand,DP,0.24,0.11,34.0
40,hand,DP,0.18,0.17,40.0
40,hand,DP,0.15,0.2,43.0
41,cube,OV,0.15,0.2,37.0
41,cube,OV,0.33,0.01999998,16.0
41,cube,OV,0.12,0.23,37.0
41,cube,OV,0.27,0.07999998,23.0
41,cube,OV,0.18,0.17,30.0
41,cube,OV,0.12,0.23,35.0
41,cube,OV,0.18,0.17,29.0
41,cube,OV,0.15,0.2,33.0
41,cube,OV,0.24,0.11,24.0
41,cube,OV,0.21,0.14,26.0
41,cube,OT,0.27,0.07999998,27.0
41,cube,OT,0.24,0.11,29.0
41,cube,OT,0.33,0.01999998,19.0
41,cube,OT,0.18,0.17,34.0
41,cube,OT,0.3,0.04999998,21.0
41,cube,OT,0.12,0.23,39.0
41,cube,OT,0.33,0.01999998,17.0
41,cube,OT,0.18,0.17,31.0
41,cube,OT,0.3,0.04999998,20.0
41,cube,OT,0.21,0.14,29.0
41,cube,SP,0.3,0.04999998,18.0
41,cube,SP,0.21,0.14,29.0
41,cube,SP,0.18,0.17,29.0
41,cube,SP,0.33,0.01999998,13.0
41,cube,SP,0.24,0.11,24.0
41,cube,SP,0.15,0.2,31.0
41,cube,SP,0.21,0.14,24.0
41,cube,SP,0.3,0.04999998,13.0
41,cube,SP,0.24,0.11,18.0
41,cube,SP,0.12,0.23,35.0
41,cube,DP,0.12,0.23,39.0
41,cube,DP,0.27,0.07999998,22.0
41,cube,DP,0.24,0.11,24.0
41,cube,DP,0.33,0.01999998,16.0
41,cube,DP,0.18,0.17,32.0
41,cube,DP,0.3,0.04999998,17.0
41,cube,DP,0.27,0.07999998,22.0
41,cube,DP,0.18,0.17,32.0
41,cube,DP,0.33,0.01999998,15.0
41,cube,DP,0.21,0.14,28.0
41,hand,OV,0.33,0.01999998,18.0
41,hand,OV,0.3,0.04999998,19.0
41,hand,OV,0.27,0.07999998,22.0
41,hand,OV,0.18,0.17,29.0
41,hand,OV,0.12,0.23,37.0
41,hand,OV,0.3,0.04999998,12.0
41,hand,OV,0.33,0.01999998,9.0
41,hand,OV,0.12,0.23,35.0
41,hand,OV,0.24,0.11,19.0
41,hand,OV,0.18,0.17,25.0
41,hand,OT,0.24,0.11,29.0
41,hand,OT,0.18,0.17,35.0
41,hand,OT,0.15,0.2,37.0
41,hand,OT,0.33,0.01999998,20.0
41,hand,OT,0.21,0.14,32.0
41,hand,OT,0.33,0.01999998,13.0
41,hand,OT,0.27,0.07999998,15.0
41,hand,OT,0.15,0.2,32.0
41,hand,OT,0.21,0.14,24.0
41,hand,OT,0.12,0.23,33.0
41,hand,SP,0.12,0.23,38.0
41,hand,SP,0.27,0.07999998,20.0
41,hand,SP,0.33,0.01999998,16.0
41,hand,SP,0.3,0.04999998,19.0
41,hand,SP,0.21,0.14,26.0
41,hand,SP,0.33,0.01999998,12.0
41,hand,SP,0.21,0.14,27.0
41,hand,SP,0.27,0.07999998,17.0
41,hand,SP,0.15,0.2,29.0
41,hand,SP,0.18,0.17,28.0
41,hand,DP,0.18,0.17,33.0
41,hand,DP,0.12,0.23,40.0
41,hand,DP,0.21,0.14,32.0
41,hand,DP,0.15,0.2,35.0
41,hand,DP,0.3,0.04999998,18.0
41,hand,DP,0.12,0.23,30.0
41,hand,DP,0.24,0.11,23.0
41,hand,DP,0.33,0.01999998,15.0
41,hand,DP,0.15,0.2,34.0
41,hand,DP,0.27,0.07999998,22.0
42,cube,OV,0.27,0.07999998,16.0
42,cube,OV,0.24,0.11,19.0
42,cube,OV,0.12,0.23,32.0
42,cube,OV,0.33,0.01999998,10.0
42,cube,OV,0.3,0.04999998,14.0
42,cube,OV,0.3,0.04999998,14.0
42,cube,OV,0.21,0.14,23.0
42,cube,OV,0.18,0.17,28.0
42,cube,OV,0.15,0.2,32.0
42,cube,OV,0.27,0.07999998,19.0
42,cube,OT,0.21,0.14,31.0
42,cube,OT,0.12,0.23,39.0
42,cube,OT,0.15,0.2,36.0
42,cube,OT,0.24,0.11,28.0
42,cube,OT,0.33,0.01999998,18.0
42,cube,OT,0.24,0.11,25.0
42,cube,OT,0.12,0.23,37.0
42,cube,OT,0.15,0.2,34.0
42,cube,OT,0.18,0.17,31.0
42,cube,OT,0.27,0.07999998,21.0
42,cube,SP,0.3,0.04999998,21.0
42,cube,SP,0.12,0.23,41.0
42,cube,SP,0.33,0.01999998,20.0
42,cube,SP,0.27,0.07999998,25.0
42,cube,SP,0.24,0.11,25.0
42,cube,SP,0.3,0.04999998,17.0
42,cube,SP,0.15,0.2,33.0
42,cube,SP,0.21,0.14,28.0
42,cube,SP,0.12,0.23,37.0
42,cube,SP,0.27,0.07999998,23.0
42,cube,DP,0.12,0.23,40.0
42,cube,DP,0.24,0.11,29.0
42,cube,DP,0.15,0.2,36.0
42,cube,DP,0.18,0.17,35.0
42,cube,DP,0.33,0.01999998,20.0
42,cube,DP,0.12,0.23,37.0
42,cube,DP,0.15,0.2,34.0
42,cube,DP,0.27,0.07999998,25.0
42,cube,DP,0.33,0.01999998,17.0
42,cube,DP,0.24,0.11,26.0
42,hand,OV,0.18,0.17,34.0
42,hand,OV,0.27,0.07999998,25.0
42,hand,OV,0.21,0.14,32.0
42,hand,OV,0.33,0.01999998,18.0
42,hand,OV,0.3,0.04999998,20.0
42,hand,OV,0.3,0.04999998,17.0
42,hand,OV,0.27,0.07999998,22.0
42,hand,OV,0.15,0.2,36.0
42,hand,OV,0.12,0.23,39.0
42,hand,OV,0.24,0.11,27.0
42,hand,OT,0.24,0.11,27.0
42,hand,OT,0.27,0.07999998,23.0
42,hand,OT,0.12,0.23,38.0
42,hand,OT,0.21,0.14,30.0
42,hand,OT,0.15,0.2,37.0
42,hand,OT,0.21,0.14,31.0
42,hand,OT,0.12,0.23,39.0
42,hand,OT,0.27,0.07999998,24.0
42,hand,OT,0.18,0.17,30.0
42,hand,OT,0.33,0.01999998,13.0
42,hand,SP,0.18,0.17,33.0
42,hand,SP,0.3,0.04999998,19.0
42,hand,SP,0.21,0.14,29.0
42,hand,SP,0.12,0.23,38.0
42,hand,SP,0.33,0.01999998,18.0
42,hand,SP,0.21,0.14,30.0
42,hand,SP,0.15,0.2,35.0
42,hand,SP,0.24,0.11,27.0
42,hand,SP,0.33,0.01999998,14.0
42,hand,SP,0.18,0.17,30.0
42,hand,DP,0.33,0.01999998,18.0
42,hand,DP,0.18,0.17,33.0
42,hand,DP,0.12,0.23,39.0
42,hand,DP,0.21,0.14,30.0
42,hand,DP,0.3,0.04999998,21.0
42,hand,DP,0.27,0.07999998,22.0
