StimulationType RulerPosition Distance Answer
0 0,35 0
OV 0,12 0,23 33
OV 0,15 0,2 36
OV 0,33 0,01999998 15
OV 0,18 0,17 29
OV 0,3 0,04999998 18
OV 0,21 0,14 27
OV 0,3 0,04999998 16
OV 0,27 0,07999998 21
OV 0,24 0,11 23
OV 0,12 0,23 35
OT 0,21 0,14 30
OT 0,3 0,04999998 18
OT 0,18 0,17 29
OT 0,24 0,11 22
OT 0,33 0,01999998 12
OT 0,15 0,2 30
OT 0,12 0,23 33
OT 0,21 0,14 26
OT 0,18 0,17 29
OT 0,24 0,11 23
DQ 0,12 0,23 39
DQ 0,33 0,01999998 15
DQ 0,27 0,07999998 20
DQ 0,15 0,2 32
DQ 0,18 0,17 29
DQ 0,3 0,04999998 15
DQ 0,12 0,23 34
DQ 0,33 0,01999998 12
DQ 0,27 0,07999998 18
DQ 0,21 0,14 25
SQ 0,12 0,23 37
SQ 0,18 0,17 30
SQ 0,21 0,14 27
SQ 0,27 0,07999998 20
SQ 0,15 0,2 30
SQ 0,24 0,11 20
SQ 0,33 0,01999998 10
SQ 0,18 0,17 25
SQ 0,12 0,23 30
SQ 0,15 0,2 29
