StimulationType RulerPosition Distance Answer
0 0,35 0
OV 0,27 0,07999998 21
OV 0,33 0,01999998 16
OV 0,12 0,23 37
OV 0,21 0,14 27
OV 0,15 0,2 33
OV 0,33 0,01999998 15
OV 0,18 0,17 31
OV 0,15 0,2 33
OV 0,3 0,04999998 18
OV 0,24 0,11 24
DQ 0,12 0,23 33
DQ 0,27 0,07999998 20
DQ 0,33 0,01999998 16
DQ 0,24 0,11 24
DQ 0,21 0,14 26
DQ 0,33 0,01999998 13
DQ 0,3 0,04999998 17
DQ 0,12 0,23 34
DQ 0,15 0,2 32
DQ 0,18 0,17 30
OT 0,24 0,11 23
OT 0,21 0,14 26
OT 0,27 0,07999998 21
OT 0,15 0,2 33
OT 0,18 0,17 28
OT 0,24 0,11 21
OT 0,12 0,23 33
OT 0,21 0,14 24
OT 0,3 0,04999998 17
OT 0,27 0,07999998 21
SQ 0,33 0,01999998 15
SQ 0,21 0,14 26
SQ 0,15 0,2 32
SQ 0,24 0,11 24
SQ 0,27 0,07999998 21
SQ 0,24 0,11 21
SQ 0,27 0,07999998 19
SQ 0,12 0,23 33
SQ 0,33 0,01999998 13
SQ 0,18 0,17 27
