StimulationType RulerPosition Distance Answer
0 0,35 0
OV 0,12 0,23 37
OV 0,3 0,04999998 19
OV 0,21 0,14 26
OV 0,24 0,11 25
OV 0,15 0,2 32
OV 0,24 0,11 20
OV 0,21 0,14 23
OV 0,15 0,2 27
OV 0,27 0,07999998 19
OV 0,12 0,23 31
OT 0,21 0,14 22
OT 0,24 0,11 21
OT 0,27 0,07999998 20
OT 0,15 0,2 31
OT 0,12 0,23 33
OT 0,33 0,01999998 12
OT 0,18 0,17 21
OT 0,27 0,07999998 19
OT 0,15 0,2 30
OT 0,3 0,04999998 18
SQ 0,33 0,01999998 14
SQ 0,12 0,23 34
SQ 0,18 0,17 26
SQ 0,24 0,11 23
SQ 0,3 0,04999998 16
SQ 0,18 0,17 24
SQ 0,21 0,14 21
SQ 0,12 0,23 30
SQ 0,15 0,2 29
SQ 0,24 0,11 21
DQ 0,15 0,2 28
DQ 0,3 0,04999998 16
DQ 0,21 0,14 23
DQ 0,18 0,17 25
DQ 0,27 0,07999998 15
DQ 0,24 0,11 18
DQ 0,33 0,01999998 11
DQ 0,12 0,23 29
DQ 0,15 0,2 27
DQ 0,27 0,07999998 16
