StimulationType RulerPosition Distance Answer
0 0,35 0
DQ 0,3 0,04999998 25
DQ 0,27 0,07999998 34
DQ 0,21 0,14 39
DQ 0,15 0,2 44
DQ 0,24 0,11 34
DQ 0,3 0,04999998 29
DQ 0,12 0,23 48
DQ 0,33 0,01999998 27
DQ 0,15 0,2 45
DQ 0,18 0,17 52
SQ 0,18 0,17 39
SQ 0,12 0,23 44
SQ 0,3 0,04999998 29
SQ 0,33 0,01999998 24
SQ 0,27 0,07999998 31
SQ 0,3 0,04999998 29
SQ 0,15 0,2 43
SQ 0,12 0,23 47
SQ 0,21 0,14 36
SQ 0,33 0,01999998 26
OV 0,33 0,01999998 25
OV 0,15 0,2 44
OV 0,12 0,23 47
OV 0,3 0,04999998 29
OV 0,18 0,17 41
OV 0,24 0,11 37
OV 0,15 0,2 45
OV 0,21 0,14 39
OV 0,3 0,04999998 33
OV 0,33 0,01999998 30
OT 0,3 0,04999998 29
OT 0,15 0,2 44
OT 0,24 0,11 36
OT 0,21 0,14 39
OT 0,18 0,17 42
OT 0,15 0,2 46
OT 0,12 0,23 47
OT 0,21 0,14 39
OT 0,18 0,17 43
OT 0,3 0,04999998 31
