StimulationType RulerPosition Distance Answer
0 0,35 0 
SQ 0,33 0,01999998 23
SQ 0,24 0,11 34
SQ 0,12 0,23 45
SQ 0,15 0,2 43
SQ 0,21 0,14 38
SQ 0,18 0,17 39
SQ 0,12 0,23 45
SQ 0,15 0,2 43
SQ 0,21 0,14 37
SQ 0,27 0,07999998 31
DQ 0,3 0,04999998 28
DQ 0,33 0,01999998 25
DQ 0,24 0,11 33
DQ 0,18 0,17 40
DQ 0,21 0,14 37
DQ 0,18 0,17 38
DQ 0,15 0,2 42
DQ 0,12 0,23 45
DQ 0,24 0,11 33
DQ 0,33 0,01999998 23
OT 0,12 0,23 46
OT 0,21 0,14 36
OT 0,27 0,07999998 30
OT 0,24 0,11 32
OT 0,3 0,04999998 27
OT 0,33 0,01999998 20
OT 0,12 0,23 43
OT 0,24 0,11 31
OT 0,3 0,04999998 24
OT 0,18 0,17 36
OV 0,21 0,14 33
OV 0,15 0,2 40
OV 0,18 0,17 39
OV 0,12 0,23 43
OV 0,3 0,04999998 25
OV 0,3 0,04999998 23
OV 0,15 0,2 40
OV 0,33 0,01999998 22
OV 0,27 0,07999998 28
OV 0,24 0,11 30
