StimulationType RulerPosition Distance Answer
0 0,35 0
SQ 0,33 0,01999998 22
SQ 0,15 0,2 39
SQ 0,18 0,17 34
SQ 0,21 0,14 32
SQ 0,3 0,04999998 23
SQ 0,24 0,11 24
SQ 0,27 0,07999998 23
SQ 0,12 0,23 37
SQ 0,18 0,17 31
SQ 0,21 0,14 29
OT 0,21 0,14 32
OT 0,3 0,04999998 23
OT 0,15 0,2 36
OT 0,33 0,01999998 18
OT 0,27 0,07999998 25
OT 0,15 0,2 36
OT 0,24 0,11 26
OT 0,33 0,01999998 18
OT 0,27 0,07999998 24
OT 0,18 0,17 32
DQ 0,24 0,11 30
DQ 0,27 0,07999998 26
DQ 0,15 0,2 35
DQ 0,3 0,04999998 21
DQ 0,12 0,23 39
DQ 0,15 0,2 36
DQ 0,33 0,01999998 17
DQ 0,18 0,17 33
DQ 0,3 0,04999998 20
DQ 0,12 0,23 38
OV 0,33 0,01999998 20
OV 0,24 0,11 27
OV 0,15 0,2 34
OV 0,21 0,14 28
OV 0,12 0,23 35
OV 0,12 0,23 38
OV 0,15 0,2 34
OV 0,33 0,01999998 17
OV 0,21 0,14 30
OV 0,3 0,04999998 20
