StimulationType RulerPosition Distance Answer
0 0,35 0 0
OV 0,3 0,04999998 20
OV 0,33 0,01999998 19
OV 0,12 0,23 36
OV 0,27 0,07999998 22
OV 0,24 0,11 25
OV 0,21 0,14 31
OV 0,18 0,17 32
OV 0,12 0,23 36
OV 0,24 0,11 25
OV 0,3 0,04999998 19
SQ 0,24 0,11 28
SQ 0,15 0,2 34
SQ 0,21 0,14 30
SQ 0,3 0,04999998 19
SQ 0,12 0,23 36
SQ 0,24 0,11 25
SQ 0,27 0,07999998 23
SQ 0,12 0,23 35
SQ 0,21 0,14 27
SQ 0,3 0,04999998 19
OT 0,24 0,11 28
OT 0,18 0,17 33
OT 0,33 0,01999998 19
OT 0,3 0,04999998 22
OT 0,21 0,14 30
OT 0,3 0,04999998 20
OT 0,33 0,01999998 20
OT 0,21 0,14 29
OT 0,12 0,23 37
OT 0,15 0,2 35
DQ 0,27 0,07999998 22
DQ 0,12 0,23 46
DQ 0,21 0,14 40
DQ 0,33 0,01999998 25
DQ 0,15 0,2 47
DQ 0,3 0,04999998 27
DQ 0,27 0,07999998 23
DQ 0,15 0,2 38
DQ 0,12 0,23 42
DQ 0,33 0,01999998 20
