StimulationType RulerPosition Distance Answer
0 0,35 0
SQ 0,27 0,07999998 29
SQ 0,21 0,14 36
SQ 0,15 0,2 41
SQ 0,18 0,17 37
SQ 0,33 0,01999998 21
SQ 0,18 0,17 34
SQ 0,27 0,07999998 26
SQ 0,33 0,01999998 21
SQ 0,3 0,04999998 25
SQ 0,21 0,14 35
DQ 0,27 0,07999998 27
DQ 0,12 0,23 40
DQ 0,3 0,04999998 23
DQ 0,21 0,14 31
DQ 0,33 0,01999998 20
DQ 0,33 0,01999998 19
DQ 0,21 0,14 32
DQ 0,18 0,17 34
DQ 0,3 0,04999998 24
DQ 0,24 0,11 29
OT 0,21 0,14 34
OT 0,33 0,01999998 22
OT 0,24 0,11 30
OT 0,12 0,23 40
OT 0,27 0,07999998 25
OT 0,12 0,23 39
OT 0,33 0,01999998 20
OT 0,3 0,04999998 22
OT 0,24 0,11 27
OT 0,27 0,07999998 25
OV 0,27 0,07999998 27
OV 0,18 0,17 35
OV 0,24 0,11 28
OV 0,21 0,14 30
OV 0,33 0,01999998 18
OV 0,24 0,11 26
OV 0,33 0,01999998 16
OV 0,18 0,17 31
OV 0,12 0,23 35
OV 0,3 0,04999998 22
