StimulationType RulerPosition Distance Answer
0 0,35 0
SQ 0,33 0,01999998 20
SQ 0,3 0,04999998 22
SQ 0,12 0,23 36
SQ 0,27 0,07999998 21
SQ 0,24 0,11 27
SQ 0,24 0,11 25
SQ 0,12 0,23 31
SQ 0,15 0,2 27
SQ 0,18 0,17 26
SQ 0,21 0,14 23
DQ 0,12 0,23 38
DQ 0,15 0,2 35
DQ 0,24 0,11 26
DQ 0,27 0,07999998 23
DQ 0,3 0,04999998 22
DQ 0,27 0,07999998 22
DQ 0,33 0,01999998 15
DQ 0,18 0,17 32
DQ 0,12 0,23 36
DQ 0,3 0,04999998 19
OV 0,18 0,17 34
OV 0,3 0,04999998 22
OV 0,12 0,23 37
OV 0,33 0,01999998 18
OV 0,27 0,07999998 23
OV 0,15 0,2 33
OV 0,24 0,11 26
OV 0,18 0,17 31
OV 0,27 0,07999998 23
OV 0,33 0,01999998 18
OT 0,12 0,23 36
OT 0,15 0,2 34
OT 0,3 0,04999998 21
OT 0,21 0,14 30
OT 0,33 0,01999998 19
OT 0,33 0,01999998 16
OT 0,27 0,07999998 25
OT 0,18 0,17 33
OT 0,15 0,2 36
OT 0,24 0,11 28
