StimulationType RulerPosition Distance Answer
0 0,35 0
OT 0,15 0,2 27
OT 0,3 0,04999998 25
OT 0,21 0,14 34
OT 0,12 0,23 42
OT 0,18 0,17 40
OT 0,24 0,11 33
OT 0,15 0,2 40
OT 0,27 0,07999998 30
OT 0,3 0,04999998 28
OT 0,21 0,14 35
OV 0,12 0,23 37
OV 0,18 0,17 30
OV 0,33 0,01999998 18
OV 0,24 0,11 26
OV 0,27 0,07999998 24
OV 0,21 0,14 27
OV 0,24 0,11 24
OV 0,18 0,17 29
OV 0,27 0,07999998 24
OV 0,15 0,2 35
SQ 0,21 0,14 28
SQ 0,33 0,01999998 18
SQ 0,24 0,11 25
SQ 0,27 0,07999998 23
SQ 0,12 0,23 35
SQ 0,18 0,17 28
SQ 0,33 0,01999998 15
SQ 0,27 0,07999998 22
SQ 0,12 0,23 36
SQ 0,24 0,11 24
DQ 0,12 0,23 42
DQ 0,27 0,07999998 29
DQ 0,33 0,01999998 23
DQ 0,3 0,04999998 27
DQ 0,18 0,17 37
DQ 0,12 0,23 42
DQ 0,3 0,04999998 27
DQ 0,33 0,01999998 25
DQ 0,15 0,2 42
DQ 0,24 0,11 31
