StimulationType RulerPosition Distance Answer
0 0,35 0
OT 0,24 0,11 27
OT 0,33 0,01999998 23
OT 0,27 0,07999998 29
OT 0,18 0,17 36
OT 0,21 0,14 33
OT 0,27 0,07999998 26
OT 0,15 0,2 35
OT 0,21 0,14 31
OT 0,3 0,04999998 22
OT 0,18 0,17 34
SQ 0,24 0,11 28
SQ 0,18 0,17 32
SQ 0,12 0,23 38
SQ 0,21 0,14 32
SQ 0,27 0,07999998 26
SQ 0,27 0,07999998 26
SQ 0,33 0,01999998 24
SQ 0,24 0,11 29
SQ 0,18 0,17 33
SQ 0,15 0,2 36
OV 0,18 0,17 34
OV 0,24 0,11 30
OV 0,12 0,23 40
OV 0,21 0,14 30
OV 0,15 0,2 36
OV 0,3 0,04999998 26
OV 0,33 0,01999998 23
OV 0,21 0,14 33
OV 0,15 0,2 37
OV 0,24 0,11 27
DQ 0,27 0,07999998 29
DQ 0,3 0,04999998 24
DQ 0,33 0,01999998 21
DQ 0,12 0,23 40
DQ 0,21 0,14 31
DQ 0,33 0,01999998 23
DQ 0,27 0,07999998 26
DQ 0,3 0,04999998 23
DQ 0,24 0,11 29
DQ 0,21 0,14 31
