StimulationType RulerPosition Distance Answer
0 0,35 0
SQ 0,24 0,11 26
SQ 0,21 0,14 30
SQ 0,3 0,0499998 22
SQ 0,12 0,23 38
SQ 0,33 0,01999998 18
SQ 0,24 0,11 23
SQ 0,12 0,23 37
SQ 0,3 0,04999998 20
SQ 0,21 0,14 27
SQ 0,33 0,01999998 16
DQ 0,3 0,04999998 20
DQ 0,18 0,17 33
DQ 0,21 0,14 30
DQ 0,27 0,07999998 23
DQ 0,12 0,23 39
DQ 0,24 0,11 20
DQ 0,27 0,07999998 19
DQ 0,15 0,2 33
DQ 0,12 0,23 35
DQ 0,33 0,01999998 16
OV 0,27 0,07999998 22
OV 0,18 0,17 33
OV 0,24 0,11 26
OV 0,21 0,14 31
OV 0,12 0,23 37
OV 0,33 0,01999998 16
OV 0,24 0,11 29
OV 0,18 0,17 34
OV 0,12 0,23 38
OV 0,3 0,04999998 18
OT 0,21 0,14 32
OT 0,3 0,04999998 22
OT 0,24 0,11 30
OT 0,27 0,07999998 27
OT 0,12 0,23 41
OT 0,24 0,11 24
OT 0,18 0,17 31
OT 0,27 0,07999998 23
OT 0,15 0,2 37
OT 0,3 0,04999998 22
