StimulationType RulerPosition Distance Answer
0 0,35 0
OT 0,15 0,2 36
OT 0,21 0,14 33
OT 0,18 0,17 36
OT 0,12 0,23 42
OT 0,3 0,04999998 23
OT 0,3 0,04999998 20
OT 0,27 0,07999998 22
OT 0,15 0,2 36
OT 0,12 0,23 39
OT 0,18 0,17 30
DQ 0,24 0,11 32
DQ 0,33 0,01999998 22
DQ 0,15 0,2 41
DQ 0,27 0,07999998 28
DQ 0,3 0,04999998 23
DQ 0,33 0,01999998 21
DQ 0,21 0,14 34
DQ 0,3 0,04999998 26
DQ 0,27 0,07999998 30
DQ 0,12 0,23 44
OV 0,3 0,04999998 25
OV 0,33 0,01999998 26
OV 0,15 0,2 44
OV 0,12 0,23 46
OV 0,18 0,17 41
OV 0,15 0,2 39
OV 0,12 0,23 43
OV 0,33 0,01999998 21
OV 0,18 0,17 38
OV 0,3 0,04999998 27
SQ 0,33 0,01999998 24
SQ 0,21 0,14 36
SQ 0,12 0,23 45
SQ 0,27 0,07999998 28
SQ 0,3 0,04999998 25
SQ 0,24 0,11 29
SQ 0,3 0,04999998 24
SQ 0,18 0,17 34
SQ 0,21 0,14 32
SQ 0,15 0,2 39
