StimulationType RulerPosition Distance Answer
0 0,35 0
OV 0,15 0,2 39
OV 0,33 0,01999998 19
OV 0,21 0,14 34
OV 0,27 0,07999998 27
OV 0,24 0,11 27
OV 0,27 0,07999998 25
OV 0,21 0,14 32
OV 0,33 0,01999998 18
OV 0,18 0,17 38
OV 0,3 0,04999998 22
DQ 0,33 0,01999998 24
DQ 0,27 0,07999998 29
DQ 0,18 0,17 39
DQ 0,12 0,23 43
DQ 0,24 0,11 30
DQ 0,12 0,23 45
DQ 0,3 0,04999998 28
DQ 0,24 0,11 34
DQ 0,18 0,17 40
DQ 0,15 0,2 43
OT 0,24 0,11 31
OT 0,21 0,14 33
OT 0,33 0,01999998 23
OT 0,15 0,2 41
OT 0,18 0,17 36
OT 0,12 0,23 40
OT 0,15 0,2 35
OT 0,21 0,14 31
OT 0,18 0,17 36
OT 0,27 0,07999998 27
SQ 0,18 0,17 38
SQ 0,27 0,07999998 29
SQ 0,33 0,01999998 23
SQ 0,21 0,14 33
SQ 0,12 0,23 46
SQ 0,12 0,23 44
SQ 0,15 0,2 43
SQ 0,27 0,07999998 32
SQ 0,33 0,01999998 25
SQ 0,24 0,11 33
