StimulationType RulerPosition Distance Answer
0 0,35 0
SQ 0,18 0,17 25
SQ 0,12 0,23 33
SQ 0,24 0,11 22
SQ 0,33 0,01999998 14
SQ 0,21 0,14 25
SQ 0,18 0,17 26
SQ 0,3 0,04999998 15
SQ 0,15 0,2 30
SQ 0,24 0,11 21
SQ 0,33 0,01999998 12
DQ 0,27 0,07999998 16
DQ 0,15 0,2 29
DQ 0,24 0,11 19
DQ 0,18 0,17 25
DQ 0,33 0,01999998 10
DQ 0,21 0,14 22
DQ 0,3 0,04999998 14
DQ 0,33 0,01999998 11
DQ 0,12 0,23 32
DQ 0,24 0,11 20
OV 0,3 0,04999998 13
OV 0,24 0,11 20
OV 0,21 0,14 23
OV 0,18 0,17 26
OV 0,15 0,2 29
OV 0,24 0,11 20
OV 0,3 0,04999998 15
OV 0,21 0,14 24
OV 0,27 0,07999998 18
OV 0,33 0,01999998 13
OT 0,15 0,2 29
OT 0,27 0,07999998 17
OT 0,3 0,04999998 15
OT 0,21 0,14 23
OT 0,24 0,11 21
OT 0,27 0,07999998 18
OT 0,3 0,04999998 16
OT 0,15 0,2 31
OT 0,18 0,17 28
OT 0,12 0,23 33
