StimulationType RulerPosition Distance Answer
0 0,35 0
SQ 0,3 0,04999998 23
SQ 0,15 0,2 42
SQ 0,24 0,11 29
SQ 0,18 0,17 37
SQ 0,27 0,07999998 26
SQ 0,3 0,04999998 22
SQ 0,21 0,14 33
SQ 0,33 0,01999998 21
SQ 0,12 0,23 38
SQ 0,18 0,17 32
DQ 0,24 0,11 33
DQ 0,12 0,23 42
DQ 0,21 0,14 34
DQ 0,33 0,01999998 22
DQ 0,15 0,2 38
DQ 0,15 0,2 40
DQ 0,21 0,14 32
DQ 0,24 0,11 30
DQ 0,27 0,07999998 28
DQ 0,12 0,23 40
OT 0,12 0,23 40
OT 0,15 0,2 37
OT 0,3 0,04999998 20
OT 0,21 0,14 33
OT 0,33 0,01999998 19
OT 0,21 0,14 32
OT 0,15 0,2 41
OT 0,3 0,04999998 20
OT 0,18 0,17 33
OT 0,24 0,11 26
OV 0,15 0,2 39
OV 0,18 0,17 35
OV 0,21 0,14 30
OV 0,33 0,01999998 19
OV 0,24 0,11 27
OV 0,15 0,2 33
OV 0,18 0,17 34
OV 0,3 0,04999998 21
OV 0,24 0,11 28
OV 0,33 0,01999998 19
