StimulationType RulerPosition Distance Answer
0 0,35 0
DQ 0,3 0,04999998 18
DQ 0,24 0,11 29
DQ 0,27 0,07999998 23
DQ 0,12 0,23 42
DQ 0,15 0,2 38
DQ 0,33 0,01999998 22
DQ 0,3 0,04999998 25
DQ 0,24 0,11 30
DQ 0,21 0,14 31
DQ 0,27 0,07999998 24
OV 0,21 0,14 33
OV 0,3 0,04999998 22
OV 0,33 0,01999998 18
OV 0,12 0,23 39
OV 0,24 0,11 25
OV 0,27 0,07999998 23
OV 0,24 0,11 25
OV 0,3 0,04999998 19
OV 0,12 0,23 38
OV 0,21 0,14 29
OT 0,12 0,23 41
OT 0,21 0,14 32
OT 0,18 0,17 36
OT 0,27 0,07999998 27
OT 0,33 0,01999998 20
OT 0,33 0,01999998 21
OT 0,21 0,14 34
OT 0,18 0,17 36
OT 0,3 0,04999998 23
OT 0,24 0,11 31
SQ 0,3 0,04999998 24
SQ 0,33 0,01999998 20
SQ 0,12 0,23 43
SQ 0,21 0,14 31
SQ 0,27 0,07999998 26
SQ 0,27 0,07999998 26
SQ 0,21 0,14 31
SQ 0,18 0,17 33
SQ 0,15 0,2 35
SQ 0,33 0,01999998 18
