StimulationType RulerPosition Distance Answer
0 0,35 0
OV 0,18 0,17 32
OV 0,3 0,04999998 21
OV 0,27 0,07999998 26
OV 0,21 0,14 33
OV 0,15 0,2 38
OV 0,3 0,04999998 18
OV 0,12 0,23 39
OV 0,27 0,07999998 25
OV 0,15 0,2 36
OV 0,18 0,17 34
SQ 0,27 0,07999998 29
SQ 0,24 0,11 31
SQ 0,12 0,23 40
SQ 0,3 0,04999998 25
SQ 0,33 0,01999998 22
SQ 0,15 0,2 36
SQ 0,24 0,11 27
SQ 0,27 0,07999998 25
SQ 0,18 0,17 34
SQ 0,33 0,01999998 21
OT 0,3 0,04999998 27
OT 0,24 0,11 34
OT 0,12 0,23 42
OT 0,18 0,17 37
OT 0,27 0,07999998 29
OT 0,15 0,2 36
OT 0,33 0,01999998 20
OT 0,3 0,04999998 28
OT 0,12 0,23 41
OT 0,27 0,07999998 26
DQ 0,27 0,07999998 27
DQ 0,33 0,01999998 22
DQ 0,15 0,2 40
DQ 0,21 0,14 34
DQ 0,3 0,04999998 25
DQ 0,12 0,23 37
DQ 0,21 0,14 29
DQ 0,24 0,11 27
DQ 0,3 0,04999998 22
DQ 0,27 0,07999998 27
