StimulationType RulerPosition Distance Answer
0 0,35 0
OT 0,21 0,14 34
OT 0,12 0,23 47
OT 0,33 0,01999998 25
OT 0,24 0,11 33
OT 0,3 0,04999998 26
OT 0,12 0,23 45
OT 0,21 0,14 34
OT 0,24 0,11 31
OT 0,3 0,04999998 26
OT 0,15 0,2 41
SQ 0,15 0,2 40
SQ 0,21 0,14 33
SQ 0,24 0,11 30
SQ 0,18 0,17 36
SQ 0,12 0,23 42
SQ 0,18 0,17 36
SQ 0,15 0,2 40
SQ 0,12 0,23 42
SQ 0,33 0,01999998 23
SQ 0,3 0,04999998 25
DQ 0,15 0,2 40
DQ 0,27 0,07999998 27
DQ 0,18 0,17 36
DQ 0,12 0,23 42
DQ 0,3 0,04999998 23
DQ 0,27 0,07999998 27
DQ 0,15 0,2 40
DQ 0,12 0,23 42
DQ 0,33 0,01999998 21
DQ 0,3 0,04999998 24
OV 0,18 0,17 38
OV 0,3 0,04999998 26
OV 0,24 0,11 31
OV 0,12 0,23 42
OV 0,21 0,14 33
OV 0,21 0,14 32
OV 0,15 0,2 38
OV 0,3 0,04999998 23
OV 0,27 0,07999998 26
OV 0,18 0,17 36
