StimulationType RulerPosition Distance Answer
0 0,35 0
OT 0,3 0,04999998 20
OT 0,33 0,01999998 15
OT 0,12 0,23 36
OT 0,15 0,2 32
OT 0,18 0,17 29
OT 0,21 0,14 18
OT 0,15 0,2 27
OT 0,33 0,01999998 10
OT 0,27 0,07999998 16
OT 0,3 0,04999998 14
OV 0,33 0,01999998 18
OV 0,18 0,17 33
OV 0,12 0,23 38
OV 0,15 0,2 33
OV 0,21 0,14 28
OV 0,12 0,23 30
OV 0,24 0,11 20
OV 0,27 0,07999998 18
OV 0,15 0,2 30
OV 0,3 0,04999998 16
DQ 0,27 0,07999998 20
DQ 0,33 0,01999998 12
DQ 0,3 0,04999998 16
DQ 0,12 0,23 35
DQ 0,21 0,14 26
DQ 0,27 0,07999998 15
DQ 0,18 0,17 25
DQ 0,12 0,23 32
DQ 0,21 0,14 24
DQ 0,3 0,04999998 14
SQ 0,33 0,01999998 14
SQ 0,27 0,07999998 19
SQ 0,18 0,17 27
SQ 0,24 0,11 20
SQ 0,21 0,14 23
SQ 0,27 0,07999998 12
SQ 0,24 0,11 17
SQ 0,33 0,01999998 9
SQ 0,15 0,2 26
SQ 0,18 0,17 22
