StimulationType RulerPosition Distance Answer
0 0,35 0
OV 0,24 0,11 37
OV 0,12 0,23 45
OV 0,18 0,17 42
OV 0,15 0,2 44
OV 0,21 0,14 40
OV 0,24 0,11 34
OV 0,3 0,04999998 28
OV 0,27 0,07999998 31
OV 0,18 0,17 41
OV 0,21 0,14 39
SQ 0,33 0,01999998 28
SQ 0,12 0,23 48
SQ 0,15 0,2 46
SQ 0,27 0,07999998 35
SQ 0,21 0,14 39
SQ 0,18 0,17 42
SQ 0,24 0,11 37
SQ 0,3 0,04999998 30
SQ 0,21 0,14 39
SQ 0,15 0,2 47
DQ 0,27 0,07999998 34
DQ 0,12 0,23 46
DQ 0,24 0,11 36
DQ 0,3 0,04999998 30
DQ 0,33 0,01999998 29
DQ 0,15 0,2 45
DQ 0,18 0,17 38
DQ 0,24 0,11 35
DQ 0,21 0,14 35
DQ 0,33 0,01999998 25
OT 0,24 0,11 35
OT 0,21 0,14 36
OT 0,33 0,01999998 24
OT 0,27 0,07999998 29
OT 0,15 0,2 39
OT 0,15 0,2 40
OT 0,3 0,04999998 25
OT 0,12 0,23 41
OT 0,27 0,07999998 26
OT 0,33 0,01999998 20
