StimulationType RulerPosition Distance Answer
0 0,35 0
OT 0,3 0,04999998 28
OT 0,33 0,01999998 26
OT 0,27 0,07999998 32
OT 0,15 0,2 45
OT 0,18 0,17 42
OT 0,21 0,14 41
OT 0,18 0,17 44
OT 0,27 0,07999998 35
OT 0,15 0,2 47
OT 0,12 0,23 49
DQ 0,24 0,11 35
DQ 0,15 0,2 43
DQ 0,27 0,07999998 30
DQ 0,33 0,01999998 24
DQ 0,21 0,14 36
DQ 0,15 0,2 44
DQ 0,12 0,23 47
DQ 0,24 0,11 36
DQ 0,18 0,17 42
DQ 0,3 0,04999998 30
OV 0,24 0,11 36
OV 0,21 0,14 39
OV 0,27 0,07999998 32
OV 0,15 0,2 44
OV 0,12 0,23 47
OV 0,18 0,17 42
OV 0,33 0,01999998 26
OV 0,27 0,07999998 32
OV 0,24 0,11 35
OV 0,15 0,2 45
SQ 0,12 0,23 46
SQ 0,15 0,2 43
SQ 0,27 0,07999998 31
SQ 0,3 0,04999998 27
SQ 0,33 0,01999998 24
SQ 0,21 0,14 38
SQ 0,12 0,23 48
SQ 0,33 0,01999998 27
SQ 0,18 0,17 42
SQ 0,24 0,11 36
