StimulationType RulerPosition Distance Answer
0 0,35 0
SQ 0,27 0,07999998 20
SQ 0,12 0,23 36
SQ 0,3 0,04999998 17
SQ 0,24 0,11 24
SQ 0,21 0,14 27
SQ 0,12 0,23 34
SQ 0,24 0,11 22
SQ 0,15 0,2 31
SQ 0,21 0,14 24
SQ 0,3 0,04999998 17
OV 0,24 0,11 22
OV 0,3 0,04999998 18
OV 0,18 0,17 29
OV 0,27 0,07999998 19
OV 0,12 0,23 36
OV 0,33 0,01999998 10
OV 0,24 0,11 20
OV 0,12 0,23 34
OV 0,3 0,04999998 15
OV 0,15 0,2 31
OT 0,18 0,17 29
OT 0,24 0,11 23
OT 0,21 0,14 25
OT 0,33 0,01999998 14
OT 0,3 0,04999998 17
OT 0,24 0,11 20
OT 0,12 0,23 33
OT 0,15 0,2 28
OT 0,33 0,01999998 11
OT 0,18 0,17 27
DQ 0,15 0,2 31
DQ 0,33 0,01999998 13
DQ 0,27 0,07999998 19
DQ 0,18 0,17 29
DQ 0,3 0,04999998 15
DQ 0,33 0,01999998 12
DQ 0,27 0,07999998 18
DQ 0,18 0,17 25
DQ 0,12 0,23 32
DQ 0,21 0,14 23
