StimulationType RulerPosition Distance Answer
0 0,35 0
SQ 0,18 0,17 33
SQ 0,3 0,04999998 19
SQ 0,21 0,14 29
SQ 0,12 0,23 38
SQ 0,33 0,01999998 18
SQ 0,21 0,14 30
SQ 0,15 0,2 35
SQ 0,24 0,11 27
SQ 0,33 0,01999998 14
SQ 0,18 0,17 30
DQ 0,33 0,01999998 18
DQ 0,18 0,17 33
DQ 0,12 0,23 39
DQ 0,21 0,14 30
DQ 0,3 0,04999998 21
DQ 0,27 0,07999998 22
DQ 0,3 0,04999998 20
DQ 0,24 0,11 25
DQ 0,21 0,14 30
DQ 0,33 0,01999998 18
OT 0,24 0,11 27
OT 0,27 0,07999998 23
OT 0,12 0,23 38
OT 0,21 0,14 30
OT 0,15 0,2 37
OT 0,21 0,14 31
OT 0,12 0,23 39
OT 0,27 0,07999998 24
OT 0,18 0,17 30
OT 0,33 0,01999998 13
OV 0,18 0,17 34
OV 0,27 0,07999998 25
OV 0,21 0,14 32
OV 0,33 0,01999998 18
OV 0,3 0,04999998 20
OV 0,3 0,04999998 17
OV 0,27 0,07999998 22
OV 0,15 0,2 36
OV 0,12 0,23 39
OV 0,24 0,11 27
