StimulationType RulerPosition Distance Answer
0 0,35 0
OV 0,27 0,07999998 16
OV 0,24 0,11 19
OV 0,12 0,23 32
OV 0,33 0,01999998 10
OV 0,3 0,04999998 14
OV 0,3 0,04999998 14
OV 0,21 0,14 23
OV 0,18 0,17 28
OV 0,15 0,2 32
OV 0,27 0,07999998 19
SQ 0,3 0,04999998 21
SQ 0,12 0,23 41
SQ 0,33 0,01999998 20
SQ 0,27 0,07999998 25
SQ 0,24 0,11 25
SQ 0,3 0,04999998 17
SQ 0,15 0,2 33
SQ 0,21 0,14 28
SQ 0,12 0,23 37
SQ 0,27 0,07999998 23
DQ 0,12 0,23 40
DQ 0,24 0,11 29
DQ 0,15 0,2 36
DQ 0,18 0,17 35
DQ 0,33 0,01999998 20
DQ 0,12 0,23 37
DQ 0,15 0,2 34
DQ 0,27 0,07999998 25
DQ 0,33 0,01999998 17
DQ 0,24 0,11 26
OT 0,21 0,14 31
OT 0,12 0,23 39
OT 0,15 0,2 36
OT 0,24 0,11 28
OT 0,33 0,01999998 18
OT 0,24 0,11 25
OT 0,12 0,23 37
OT 0,15 0,2 34
OT 0,18 0,17 31
OT 0,27 0,07999998 21
