StimulationType RulerPosition Distance Answer
0 0,35 0
SQ 0,15 0,2 33
SQ 0,3 0,04999998 22
SQ 0,33 0,01999998 20
SQ 0,18 0,17 33
SQ 0,24 0,11 27
SQ 0,3 0,04999998 20
SQ 0,15 0,2 38
SQ 0,33 0,01999998 18
SQ 0,12 0,23 40
SQ 0,27 0,07999998 22
DQ 0,15 0,2 41
DQ 0,27 0,07999998 27
DQ 0,3 0,04999998 24
DQ 0,33 0,01999998 20
DQ 0,21 0,14 31
DQ 0,12 0,23 40
DQ 0,24 0,11 27
DQ 0,18 0,17 34
DQ 0,27 0,07999998 25
DQ 0,15 0,2 37
OV 0,33 0,01999998 22
OV 0,27 0,07999998 25
OV 0,18 0,17 34
OV 0,12 0,23 39
OV 0,3 0,04999998 20
OV 0,24 0,11 27
OV 0,18 0,17 32
OV 0,15 0,2 34
OV 0,3 0,04999998 19
OV 0,21 0,14 32
OT 0,12 0,23 41
OT 0,18 0,17 35
OT 0,21 0,14 32
OT 0,33 0,01999998 19
OT 0,3 0,04999998 22
OT 0,21 0,14 32
OT 0,33 0,01999998 21
OT 0,15 0,2 38
OT 0,24 0,11 32
OT 0,3 0,04999998 26
