StimulationType RulerPosition Distance Answer
0 0,35 0
SQ 0,12 0,23 42
SQ 0,3 0,04999998 27
SQ 0,24 0,11 33
SQ 0,27 0,07999998 32
SQ 0,21 0,14 37
SQ 0,18 0,17 33
SQ 0,3 0,04999998 26
SQ 0,15 0,2 44
SQ 0,33 0,01999998 26
SQ 0,27 0,07999998 31
OV 0,15 0,2 44
OV 0,3 0,04999998 33
OV 0,33 0,01999998 31
OV 0,27 0,07999998 37
OV 0,18 0,17 45
OV 0,18 0,17 33
OV 0,21 0,14 32
OV 0,27 0,07999998 29
OV 0,33 0,01999998 26
OV 0,15 0,2 45
DQ 0,24 0,11 31
DQ 0,15 0,2 39
DQ 0,12 0,23 44
DQ 0,18 0,17 40
DQ 0,21 0,14 42
DQ 0,24 0,11 25
DQ 0,21 0,14 36
DQ 0,15 0,2 42
DQ 0,12 0,23 46
DQ 0,33 0,01999998 21
OT 0,3 0,04999998 24
OT 0,24 0,11 32
OT 0,21 0,14 36
OT 0,27 0,07999998 30
OT 0,18 0,17 36
OT 0,33 0,01999998 23
OT 0,27 0,07999998 29
OT 0,21 0,14 36
OT 0,24 0,11 33
OT 0,12 0,23 45
